"Elements","2-2026"
"Al_Concentration (ng/m3)","0"
"Si_Concentration (ng/m3)","19.1"
"P_Concentration (ng/m3)","0.00617"
"S_Concentration (ng/m3)","272"
"Cl_Concentration (ng/m3)","585"
"K_Concentration (ng/m3)","71.5"
"Ca_Concentration (ng/m3)","32.3"
"Ti_Concentration (ng/m3)","1.98"
"V_Concentration (ng/m3)","0.0480"
"Cr_Concentration (ng/m3)","1.11"
"Mn_Concentration (ng/m3)","0.176"
"Fe_Concentration (ng/m3)","46.7"
"Co_Concentration (ng/m3)","0.000223"
"Ni_Concentration (ng/m3)","0.0774"
"Cu_Concentration (ng/m3)","1.92"
"Zn_Concentration (ng/m3)","8.74"
"Ga_Concentration (ng/m3)","0.0000239"
"Ge_Concentration (ng/m3)","0.00000447"
"As_Concentration (ng/m3)","1.53"
"Se_Concentration (ng/m3)","0.0740"
"Br_Concentration (ng/m3)","3.37"
"Sr_Concentration (ng/m3)","0.136"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0503"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","0.424"
"Ag_Concentration (ng/m3)","0.00152"
"Cd_Concentration (ng/m3)","0.000498"
"In_Concentration (ng/m3)","0.00102"
"Sn_Concentration (ng/m3)","0.00223"
"Sb_Concentration (ng/m3)","0.00379"
"Te_Concentration (ng/m3)","0.00155"
"Ba_Concentration (ng/m3)","0.128"
"La_Concentration (ng/m3)","0.000335"
"Ce_Concentration (ng/m3)","0.0000982"
"Pt_Concentration (ng/m3)","0.000125"
"Hg_Concentration (ng/m3)","0.0000540"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","1.12"
"Bi_Concentration (ng/m3)","0.00670"
