"Elements","7-2021"
"Al_Concentration (ng/m3)","254"
"Si_Concentration (ng/m3)","12.1"
"P_Concentration (ng/m3)","1.77"
"S_Concentration (ng/m3)","500"
"Cl_Concentration (ng/m3)","164"
"K_Concentration (ng/m3)","57.4"
"Ca_Concentration (ng/m3)","78.2"
"Ti_Concentration (ng/m3)","3.67"
"V_Concentration (ng/m3)","0.170"
"Cr_Concentration (ng/m3)","0.367"
"Mn_Concentration (ng/m3)","1.19"
"Fe_Concentration (ng/m3)","89.8"
"Co_Concentration (ng/m3)","0.0000872"
"Ni_Concentration (ng/m3)","0.0691"
"Cu_Concentration (ng/m3)","6.43"
"Zn_Concentration (ng/m3)","23.6"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.53"
"Se_Concentration (ng/m3)","0.682"
"Br_Concentration (ng/m3)","2.96"
"Sr_Concentration (ng/m3)","0.967"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0.0172"
"Pd_Concentration (ng/m3)","13.4"
"Ag_Concentration (ng/m3)","0.0000101"
"Cd_Concentration (ng/m3)","0.00321"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00297"
"Sb_Concentration (ng/m3)","0.00281"
"Te_Concentration (ng/m3)","1.63"
"Ba_Concentration (ng/m3)","1.54"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.0000313"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.0000288"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","5.28"
"Bi_Concentration (ng/m3)","2.75"
