"Elements","10-2021"
"Al_Concentration (ng/m3)","213"
"Si_Concentration (ng/m3)","0.0146"
"P_Concentration (ng/m3)","0.00166"
"S_Concentration (ng/m3)","206"
"Cl_Concentration (ng/m3)","291"
"K_Concentration (ng/m3)","47.8"
"Ca_Concentration (ng/m3)","30.7"
"Ti_Concentration (ng/m3)","1.95"
"V_Concentration (ng/m3)","0.187"
"Cr_Concentration (ng/m3)","0.0451"
"Mn_Concentration (ng/m3)","0.241"
"Fe_Concentration (ng/m3)","62.1"
"Co_Concentration (ng/m3)","0.000115"
"Ni_Concentration (ng/m3)","0.0621"
"Cu_Concentration (ng/m3)","3.62"
"Zn_Concentration (ng/m3)","9.78"
"Ga_Concentration (ng/m3)","0.00000362"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.17"
"Se_Concentration (ng/m3)","0.0436"
"Br_Concentration (ng/m3)","2.69"
"Sr_Concentration (ng/m3)","0.660"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0126"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","16.2"
"Ag_Concentration (ng/m3)","0.212"
"Cd_Concentration (ng/m3)","0.00300"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00234"
"Sb_Concentration (ng/m3)","0.00640"
"Te_Concentration (ng/m3)","0.00327"
"Ba_Concentration (ng/m3)","1.62"
"La_Concentration (ng/m3)","0.000112"
"Ce_Concentration (ng/m3)","0.000340"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.0000819"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","1.70"
"Bi_Concentration (ng/m3)","0.125"
