"Elements","8-2022"
"Al_Concentration (ng/m3)","322"
"Si_Concentration (ng/m3)","35.0"
"P_Concentration (ng/m3)","1.51"
"S_Concentration (ng/m3)","478"
"Cl_Concentration (ng/m3)","122"
"K_Concentration (ng/m3)","69.4"
"Ca_Concentration (ng/m3)","72.5"
"Ti_Concentration (ng/m3)","4.76"
"V_Concentration (ng/m3)","0.415"
"Cr_Concentration (ng/m3)","0.201"
"Mn_Concentration (ng/m3)","1.28"
"Fe_Concentration (ng/m3)","110"
"Co_Concentration (ng/m3)","0.00671"
"Ni_Concentration (ng/m3)","0.166"
"Cu_Concentration (ng/m3)","4.43"
"Zn_Concentration (ng/m3)","14.2"
"Ga_Concentration (ng/m3)","0.0000276"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.06"
"Se_Concentration (ng/m3)","0.529"
"Br_Concentration (ng/m3)","4.68"
"Sr_Concentration (ng/m3)","0.704"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0.0357"
"Pd_Concentration (ng/m3)","15.0"
"Ag_Concentration (ng/m3)","0.229"
"Cd_Concentration (ng/m3)","0.00603"
"In_Concentration (ng/m3)","0.000265"
"Sn_Concentration (ng/m3)","0.00281"
"Sb_Concentration (ng/m3)","0.00313"
"Te_Concentration (ng/m3)","0.00937"
"Ba_Concentration (ng/m3)","1.38"
"La_Concentration (ng/m3)","0.000218"
"Ce_Concentration (ng/m3)","0.000451"
"Pt_Concentration (ng/m3)","0.0000313"
"Hg_Concentration (ng/m3)","0.0000353"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","4.76"
"Bi_Concentration (ng/m3)","0.323"
