"date (UTC+0)","Al_Flags","Al_Concentration (ng/m3)","Si_Flags","Si_Concentration (ng/m3)","P_Flags","P_Concentration (ng/m3)","S_Flags","S_Concentration (ng/m3)","Cl_Flags","Cl_Concentration (ng/m3)","K_Flags","K_Concentration (ng/m3)","Ca_Flags","Ca_Concentration (ng/m3)","Ti_Flags","Ti_Concentration (ng/m3)","V_Flags","V_Concentration (ng/m3)","Cr_Flags","Cr_Concentration (ng/m3)","Mn_Flags","Mn_Concentration (ng/m3)","Fe_Flags","Fe_Concentration (ng/m3)","Co_Flags","Co_Concentration (ng/m3)","Ni_Flags","Ni_Concentration (ng/m3)","Cu_Flags","Cu_Concentration (ng/m3)","Zn_Flags","Zn_Concentration (ng/m3)","Ga_Flags","Ga_Concentration (ng/m3)","Ge_Flags","Ge_Concentration (ng/m3)","As_Flags","As_Concentration (ng/m3)","Se_Flags","Se_Concentration (ng/m3)","Br_Flags","Br_Concentration (ng/m3)","Sr_Flags","Sr_Concentration (ng/m3)","Y_Flags","Y_Concentration (ng/m3)","Zr_Flags","Zr_Concentration (ng/m3)","Mo_Flags","Mo_Concentration (ng/m3)","Pd_Flags","Pd_Concentration (ng/m3)","Ag_Flags","Ag_Concentration (ng/m3)","Cd_Flags","Cd_Concentration (ng/m3)","In_Flags","In_Concentration (ng/m3)","Sn_Flags","Sn_Concentration (ng/m3)","Sb_Flags","Sb_Concentration (ng/m3)","Te_Flags","Te_Concentration (ng/m3)","Ba_Flags","Ba_Concentration (ng/m3)","La_Flags","La_Concentration (ng/m3)","Ce_Flags","Ce_Concentration (ng/m3)","Pt_Flags","Pt_Concentration (ng/m3)","Hg_Flags","Hg_Concentration (ng/m3)","Tl_Flags","Tl_Concentration (ng/m3)","Pb_Flags","Pb_Concentration (ng/m3)","Bi_Flags","Bi_Concentration (ng/m3)","PM size fraction"
2021-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-01 00:15:00,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"PM10"
2021-07-01 00:30:00,"E: Uncertainty",NA,NA,0,NA,0,NA,933.4033,NA,0,NA,171.8045,NA,449.385,NA,20.2234,"E: Uncertainty",NA,NA,1.9107,NA,5.3626,NA,478.1497,NA,0,NA,0,NA,12.1956,NA,30.7073,NA,0,NA,0,NA,4.6129,"E: Uncertainty",NA,NA,8.0461,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,27.9252,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9.0869,NA,0,"PM10"
2021-07-01 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-01 02:00:00,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,840.005,NA,20.4507,NA,105.9399,NA,251.5785,NA,6.8922,NA,0,NA,0.8717,NA,2.9642,NA,314.244,"E: Uncertainty",NA,NA,0,NA,7.3887,NA,36.2743,NA,0,NA,0,NA,2.5261,NA,0.6163,NA,5.9418,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,14.8424,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,7.6328,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6.2389,NA,0,"PM10"
2021-07-01 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-01 04:00:00,NA,0,"E: Uncertainty",NA,NA,0,NA,813.047,NA,0,NA,100.1013,NA,203.9687,NA,8.03,NA,0,"E: Uncertainty",NA,NA,2.3909,NA,276.9941,NA,0,NA,0,NA,7.4515,NA,39.2866,NA,0,NA,0,NA,2.1273,"E: Uncertainty",NA,NA,4.1695,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,15.8987,NA,0,NA,0,NA,0,NA,0,"E: Uncertainty",NA,NA,0,NA,2.9008,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4.7268,NA,0,"PM10"
2021-07-01 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-01 06:00:00,"E: Uncertainty",NA,NA,251.5414,NA,0,NA,994.7288,NA,141.8606,NA,97.6191,NA,421.892,NA,22.8105,"E: Uncertainty",NA,NA,1.2744,NA,3.7659,NA,438.9759,NA,0,NA,0,NA,10.9416,NA,32.6916,NA,0,NA,0,NA,0.4096,"E: Uncertainty",NA,NA,3.0898,"E: Uncertainty",NA,NA,0,NA,0,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,5.2454,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2.0714,NA,0,"PM10"
2021-07-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-01 08:00:00,NA,744.1791,NA,875.7785,NA,0,NA,1110.2454,NA,407.7303,NA,182.5863,NA,1260.0732,NA,36.0411,"E: Uncertainty",NA,NA,4.2541,NA,11.3364,NA,850.7655,NA,0,"E: Uncertainty",NA,NA,19.842,NA,60.2241,NA,0,NA,0,NA,2.1959,NA,0.4898,NA,2.515,NA,3.42,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,NA,0.1276,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,12.4275,NA,0,NA,0,NA,0,NA,0.0065,NA,0,NA,3.2854,NA,0,"PM10"
2021-07-01 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-01 10:00:00,"E: Uncertainty",NA,NA,784.3898,NA,0,NA,1229.1448,NA,181.6163,NA,170.2504,NA,1016.2824,NA,35.5554,NA,0,NA,4.396,NA,13.2266,NA,852.6358,NA,0,"E: Uncertainty",NA,NA,21.9303,NA,79.5835,NA,0,NA,0,NA,2.513,NA,0.4898,NA,4.0723,NA,2.6158,NA,0,"E: Uncertainty",NA,NA,0,NA,15.2408,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,13.5076,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6.6307,NA,3.0069,"PM10"
2021-07-01 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-01 12:00:00,NA,1266.4043,NA,1046.7952,NA,0,NA,1673.3017,NA,0,NA,180.3743,NA,1009.6671,NA,51.5159,"E: Uncertainty",NA,NA,19.8509,NA,27.0089,NA,1491.0502,NA,0,NA,2.8674,NA,32.7078,NA,230.9397,NA,0,NA,0,NA,3.3942,"E: Uncertainty",NA,NA,7.6108,NA,2.4131,NA,0,NA,6.2575,NA,14.4843,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,19.0284,NA,0,NA,0,NA,0,NA,0,NA,0,NA,19.0489,NA,36.8192,"PM10"
2021-07-01 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-01 14:00:00,"E: Uncertainty",NA,NA,287.7702,NA,0,NA,986.0977,NA,0,NA,101.5117,NA,318.346,NA,17.9073,NA,0,NA,2.0879,NA,5.5343,NA,387.7405,NA,0,"E: Uncertainty",NA,NA,10.6536,NA,47.0904,NA,0,NA,0,NA,1.9503,NA,0.4288,NA,5.8127,"E: Uncertainty",NA,NA,0,NA,0,"E: Uncertainty",NA,NA,9.1709,"E: Uncertainty",NA,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6.4817,NA,0,"PM10"
2021-07-01 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-01 16:00:00,"E: Uncertainty",NA,NA,403.3565,NA,0,NA,1026.7571,NA,0,NA,111.3553,NA,375.8642,NA,17.603,"E: Uncertainty",NA,NA,1.1747,NA,6.7303,NA,432.6815,NA,0,NA,0.5482,NA,13.8313,NA,38.614,NA,0,NA,0,NA,2.4265,NA,0.4856,NA,4.5813,NA,1.6382,NA,0,"E: Uncertainty",NA,NA,0,NA,14.0533,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,4.4455,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6.4846,NA,0,"PM10"
2021-07-01 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-01 18:00:00,NA,786.6314,NA,194.1806,NA,0,NA,905.2904,NA,0,NA,85.6386,NA,168.9749,NA,12.3344,"E: Uncertainty",NA,NA,1.8501,NA,2.2304,NA,286.9819,NA,0,"E: Uncertainty",NA,NA,8.523,NA,14.0096,NA,0,NA,0,NA,1.6858,NA,0.6446,NA,4.364,"E: Uncertainty",NA,NA,0,NA,0,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1.4116,NA,0,"PM10"
2021-07-01 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-01 20:00:00,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,907.2569,NA,0,NA,73.8512,NA,194.0457,NA,13.3259,"E: Uncertainty",NA,NA,1.0841,NA,5.7704,NA,646.938,NA,0,"E: Uncertainty",NA,NA,31.5185,NA,26.1744,NA,0,NA,0,NA,2.9287,NA,0.699,NA,4.1955,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,"E: Uncertainty",NA,NA,0,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,15.3097,NA,0,NA,0,NA,0,NA,0,NA,0,NA,11.1797,NA,0,"PM10"
2021-07-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-01 22:00:00,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,1514.4325,NA,0,NA,111.735,NA,241.8944,NA,14.4541,"E: Uncertainty",NA,NA,2.1628,NA,7.706,NA,786.6197,NA,0,"E: Uncertainty",NA,NA,31.9006,NA,216.0099,NA,0,NA,0,NA,3.8119,NA,1.1151,NA,13.5778,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,27.0095,NA,0,NA,0,NA,0,NA,0,NA,0,NA,18.9742,NA,0,"PM10"
2021-07-01 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-02 00:15:00,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"F: Auto Check",NA,"PM10"
2021-07-02 00:30:00,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,72.7966,NA,1228.5414,NA,0,NA,95.0395,NA,339.7811,NA,13.9383,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,6.863,NA,416.7498,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,58.0011,NA,96.445,NA,0,NA,0,NA,9.5574,NA,4.1297,NA,19.1609,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,NA,25.7242,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,49.8727,NA,0,"PM10"
2021-07-02 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
