"date (UTC+0)","NO (ppb)","NOy (ppb)","NO Scaled (ppb)","NOy Scaled (ppb)","Flag"
2026-02-01,0.9062,5.6362,0.8972,5.599,NA
2026-02-01 01:00:00,1.10688333333333,5.40453333333333,1.09595,5.36893333333333,NA
2026-02-01 02:00:00,0.928816666666667,4.41338333333333,0.919666666666667,4.38425,NA
2026-02-01 03:00:00,0.577566666666667,3.6215,0.571883333333333,3.59763333333333,NA
2026-02-01 04:00:00,0.601766666666667,3.37038333333333,0.595766666666667,3.3481,NA
2026-02-01 05:00:00,0.58875,3.47266666666667,0.582983333333333,3.44973333333333,NA
2026-02-01 06:00:00,0.620066666666667,3.86673333333333,0.613916666666667,3.8412,NA
2026-02-01 07:00:00,0.806983333333333,4.39923333333333,0.799083333333333,4.37025,NA
2026-02-01 08:00:00,0.732666666666667,4.04656666666667,0.725466666666667,4.01983333333333,NA
2026-02-01 09:00:00,0.935883333333333,5.29828333333333,0.92665,5.26325,NA
2026-02-01 10:00:00,1.09658333333333,5.07431666666667,1.08575,5.04078333333333,NA
2026-02-01 11:00:00,0.885733333333333,3.89748333333333,0.87695,3.87168333333333,NA
2026-02-01 12:00:00,0.92535,3.86948333333333,0.9162,3.8439,NA
2026-02-01 13:00:00,0.6749,3.72725,0.668233333333333,3.70256666666667,NA
2026-02-01 14:00:00,0.653633333333333,4.56458333333333,0.647233333333333,4.5344,NA
2026-02-01 15:00:00,0.372683333333333,3.92508333333333,0.368966666666667,3.89905,NA
2026-02-01 16:00:00,1.58093333333333,10.8297833333333,1.56533333333333,10.75815,NA
2026-02-01 17:00:00,0.338333333333333,9.97946666666667,0.335,9.91341666666667,NA
2026-02-01 18:00:00,0.502483333333333,15.6349333333333,0.4976,15.5314666666667,NA
2026-02-01 19:00:00,0.527083333333333,16.64005,0.521866666666667,16.5298833333333,NA
2026-02-01 20:00:00,0.363066666666667,12.0570833333333,0.359483333333333,11.9772,NA
2026-02-01 21:00:00,0.430316666666667,12.5142,0.426066666666667,12.4313333333333,NA
2026-02-01 22:00:00,0.475033333333333,13.4885166666667,0.470433333333333,13.3991,NA
2026-02-01 23:00:00,0.303166666666667,10.60755,0.300183333333333,10.5371833333333,NA
2026-02-02,0.193366666666667,6.52445,0.191433333333333,6.48121666666667,NA
2026-02-02 01:00:00,0.136333333333333,4.38351666666667,0.135133333333333,4.35443333333333,NA
2026-02-02 02:00:00,0.145566666666667,7.59576666666667,0.144233333333333,7.54536666666667,NA
2026-02-02 03:00:00,0.128166666666667,4.24265,0.127033333333333,4.21448333333333,NA
2026-02-02 04:00:00,0.1103,4.01758333333333,0.109233333333333,3.99088333333333,NA
2026-02-02 05:00:00,0.204216666666667,5.50215,0.202266666666667,5.46566666666667,NA
2026-02-02 06:00:00,0.288233333333333,6.91508333333333,0.285416666666667,6.86918333333333,NA
2026-02-02 07:00:00,0.302383333333333,8.1516,0.299383333333333,8.09743333333333,NA
2026-02-02 08:00:00,1.77225,14.5918333333333,1.75471666666667,14.4949,NA
2026-02-02 09:00:00,2.16405,13.4946,2.14261666666667,13.4049333333333,NA
