"datetime","PM1","PM2p5","PM10","qc_flag_PM1","qc_flag_PM2p5","qc_flag_PM10"
"2026-05-01 00:00:00",NA,NA,NA,2,2,2
"2026-05-01 01:00:00",NA,NA,NA,2,2,2
"2026-05-01 02:00:00",NA,NA,NA,2,2,2
"2026-05-01 03:00:00",NA,NA,NA,2,2,2
"2026-05-01 04:00:00",6.96193146666667,10.4305960666667,26.8874224666667,1,1,1
"2026-05-01 05:00:00",NA,NA,NA,2,2,2
"2026-05-01 06:00:00",NA,NA,NA,2,2,2
"2026-05-01 07:00:00",5.03255728333333,8.3594479,24.9008933666667,1,1,1
"2026-05-01 08:00:00",3.76875751666667,7.02253405,24.1797367166667,1,1,1
"2026-05-01 09:00:00",3.6052625,6.56315608333333,21.85583435,1,1,1
"2026-05-01 10:00:00",4.20154626666667,7.26483281666667,23.3228500166667,1,1,1
"2026-05-01 11:00:00",5.34603896666667,8.35721465,25.0267475833333,1,1,1
"2026-05-01 12:00:00",5.80291351666667,8.50259463333333,22.0250671833333,1,1,1
"2026-05-01 13:00:00",5.92745385,8.79793925,23.8163242333333,1,1,1
"2026-05-01 14:00:00",6.34104306666667,9.17850038333333,23.0095686,1,1,1
"2026-05-01 15:00:00",7.24147273333333,10.50456425,26.1990377833333,1,1,1
"2026-05-01 16:00:00",7.20067251666667,10.5220325,23.60284835,1,1,1
"2026-05-01 17:00:00",8.06381931666667,10.3989156166667,16.2075573,1,1,1
"2026-05-01 18:00:00",8.07327675,10.63905595,16.3604487833333,1,1,1
"2026-05-01 19:00:00",7.56783763333333,9.41778571666667,13.9918973666667,1,1,1
"2026-05-01 20:00:00",9.40971211666667,11.0966623833333,15.04550875,1,1,1
"2026-05-01 21:00:00",15.2122652666667,17.50442005,21.6028690666667,1,1,1
"2026-05-01 22:00:00",17.3665139666667,19.7544481666667,24.0359772,1,1,1
"2026-05-01 23:00:00",11.40070535,12.6315343166667,14.8806346833333,1,1,1
"2026-05-02 00:00:00",9.14667721666667,10.8565690666667,13.4442316333333,1,1,1
"2026-05-02 01:00:00",9.5436941,11.2054370333333,13.46376295,1,1,1
"2026-05-02 02:00:00",12.2181183333333,14.0588749,17.01486375,1,1,1
"2026-05-02 03:00:00",11.44977815,13.3656120166667,16.0970209833333,1,1,1
"2026-05-02 04:00:00",10.5902915833333,12.5931902833333,15.3652195333333,1,1,1
"2026-05-02 05:00:00",9.94552233333333,11.9314032833333,15.1669717666667,1,1,1
"2026-05-02 06:00:00",9.66686868333333,11.6417148666667,15.3116488666667,1,1,1
"2026-05-02 07:00:00",8.81028066666667,11.0135675833333,14.6397615666667,1,1,1
"2026-05-02 08:00:00",7.71765381666667,10.2299646333333,14.5064923,1,1,1
"2026-05-02 09:00:00",6.61601885,9.1985343,13.4490427166667,1,1,1
"2026-05-02 10:00:00",7.3156113,10.1192784333333,15.0333721166667,1,1,1
"2026-05-02 11:00:00",NA,NA,NA,2,2,2
"2026-05-02 12:00:00",7.19600075,9.58373543333333,14.1625327166667,1,1,1
"2026-05-02 13:00:00",6.10387276666667,8.25090341666667,11.9991791166667,1,1,1
"2026-05-02 14:00:00",NA,NA,NA,2,2,2
"2026-05-02 15:00:00",NA,NA,NA,2,2,2
"2026-05-02 16:00:00",NA,NA,NA,2,2,2
"2026-05-02 17:00:00",7.7077312,10.3757688833333,16.4168006833333,1,1,1
"2026-05-02 18:00:00",10.2752408833333,13.0421535833333,17.8028893166667,1,1,1
"2026-05-02 19:00:00",13.6800709666667,16.1551747166667,19.9552344833333,1,1,1
"2026-05-02 20:00:00",12.5920304333333,14.8175464166667,18.1237741,1,1,1
"2026-05-02 21:00:00",12.0420243,14.04509725,17.2146384666667,1,1,1
"2026-05-02 22:00:00",11.5339138666667,13.0804125333333,16.2035762333333,1,1,1
"2026-05-02 23:00:00",9.45332455,10.67112275,14.3611770833333,1,1,1
"2026-05-03 00:00:00",9.56135666666667,10.45538205,14.2000576166667,1,1,1
"2026-05-03 01:00:00",11.88022305,12.8230867,15.16456575,1,1,1
"2026-05-03 02:00:00",14.3012186666667,15.4614241333333,17.3339036833333,1,1,1
"2026-05-03 03:00:00",11.1475655833333,11.8550768166667,13.6896843666667,1,1,1
"2026-05-03 04:00:00",13.0710555166667,13.6816469333333,15.0191978,1,1,1
"2026-05-03 05:00:00",18.6813366166667,20.0561763333333,22.9247453166667,1,1,1
"2026-05-03 06:00:00",16.5055156166667,17.75315055,19.9503825833333,1,1,1
"2026-05-03 07:00:00",10.6173148833333,11.5633247333333,13.7113386166667,1,1,1
"2026-05-03 08:00:00",7.09057281666667,7.88494245,9.4647048,1,1,1
"2026-05-03 09:00:00",5.41332276666667,6.11672101666667,7.90768898333333,1,1,1
"2026-05-03 10:00:00",3.66712148333333,4.1692679,5.82998533333333,1,1,1
"2026-05-03 11:00:00",3.42502716666667,3.90325696666667,5.32462975,1,1,1
"2026-05-03 12:00:00",4.57816361666667,5.01572471666667,6.78626556666667,1,1,1
"2026-05-03 13:00:00",5.20341631666667,5.55522123333333,6.71285623333333,1,1,1
"2026-05-03 14:00:00",4.82465975,5.16658976666667,6.3747002,1,1,1
"2026-05-03 15:00:00",6.52710605,6.88125768333333,8.22350503333333,1,1,1
"2026-05-03 16:00:00",8.85945353333333,9.23542486666667,10.3365314333333,1,1,1
"2026-05-03 17:00:00",9.80407181666667,10.2468723,11.7225416666667,1,1,1
"2026-05-03 18:00:00",8.54641768333333,8.9406778,10.09952195,1,1,1
"2026-05-03 19:00:00",8.10669116666667,8.58422223333333,10.2068426,1,1,1
"2026-05-03 20:00:00",8.4196807,8.86241278333333,9.82196626666667,1,1,1
"2026-05-03 21:00:00",11.1170662333333,11.6720136666667,12.6193595666667,1,1,1
"2026-05-03 22:00:00",13.9794725666667,14.7918026333333,15.8373700833333,1,1,1
