"datetime","PM1","PM2p5","PM10","qc_flag_PM1","qc_flag_PM2p5","qc_flag_PM10"
"2026-07-01 00:00:00",1.37014683333333,2.08953625,4.7834504,1,1,1
"2026-07-01 01:00:00",1.08057031666667,1.74137921666667,4.60864211666667,1,1,1
"2026-07-01 02:00:00",1.06758296666667,1.6867873,4.15324845,1,1,1
"2026-07-01 03:00:00",1.15359261666667,1.7913072,4.2528929,1,1,1
"2026-07-01 04:00:00",1.42845318333333,2.14969556666667,4.48978306666667,1,1,1
"2026-07-01 05:00:00",1.13489731666667,1.95481361666667,4.76627308333333,1,1,1
"2026-07-01 06:00:00",1.27784605,2.20827471666667,5.23510595,1,1,1
"2026-07-01 07:00:00",1.99466608333333,3.09029406666667,6.65668581666667,1,1,1
"2026-07-01 08:00:00",1.8519927,2.75561545,5.53583371666667,1,1,1
"2026-07-01 09:00:00",2.07987148333333,2.86691951666667,5.5536593,1,1,1
"2026-07-01 10:00:00",2.41144006666667,3.20688643333333,6.5333767,1,1,1
"2026-07-01 11:00:00",3.39923413793103,4.30104836206897,8.39426143103448,1,1,1
"2026-07-01 12:00:00",3.73488783333333,4.4932102,6.9590687,1,1,1
"2026-07-01 13:00:00",3.32764138333333,4.11818236666667,6.9081634,1,1,1
"2026-07-01 14:00:00",2.11049135,2.7261255,5.03984303333333,1,1,1
"2026-07-01 15:00:00",1.80302601666667,2.66564615,6.27520658333333,1,1,1
"2026-07-01 16:00:00",1.5522678,2.01735808333333,3.97963421666667,1,1,1
"2026-07-01 17:00:00",1.55573445,1.94677895,3.63910948333333,1,1,1
"2026-07-01 18:00:00",1.93216756666667,2.46492791666667,5.27804161666667,1,1,1
"2026-07-01 19:00:00",1.67563183333333,2.31238753333333,5.48340211666667,1,1,1
"2026-07-01 20:00:00",1.49995623333333,2.22268275,5.36616821666667,1,1,1
"2026-07-01 21:00:00",1.29701056666667,2.06482876666667,4.53805086666667,1,1,1
"2026-07-01 22:00:00",1.28569827118644,2.12422538983051,4.39332342372881,1,1,1
"2026-07-01 23:00:00",1.49700215,2.44430706666667,4.5361895,1,1,1
"2026-07-02 00:00:00",1.21594348333333,1.91646855,3.43321921666667,1,1,1
"2026-07-02 01:00:00",0.781822366666667,1.13665943333333,1.83304146666667,1,1,1
"2026-07-02 02:00:00",NA,NA,NA,3,3,3
"2026-07-02 03:00:00",0.0778061,0.2223258,1.17391308333333,1,1,1
"2026-07-02 04:00:00",0.0957782333333333,0.262924383333333,1.45640313333333,1,1,1
"2026-07-02 05:00:00",0.3607182,0.731676233333333,2.13417503333333,1,1,1
"2026-07-02 06:00:00",0.573035483333333,1.24528571666667,3.4497954,1,1,1
"2026-07-02 07:00:00",0.95738225,2.21042995,6.56930921666667,1,1,1
