"datetime","PM1","PM2p5","PM10","qc_flag_PM1","qc_flag_PM2p5","qc_flag_PM10"
"2026-08-01 00:00:00",2.8186684,4.26353908333333,8.0658351,1,1,1
"2026-08-01 01:00:00",2.98303413333333,4.33577873333333,7.17917488333333,1,1,1
"2026-08-01 02:00:00",3.05921891666667,4.43688695,7.6558187,1,1,1
"2026-08-01 03:00:00",2.76814526666667,3.91227868333333,6.6114952,1,1,1
"2026-08-01 04:00:00",2.5167238,3.57693141666667,6.04284486666667,1,1,1
"2026-08-01 05:00:00",2.59252816666667,4.14572778333333,9.57800608333333,1,1,1
"2026-08-01 06:00:00",2.50545006666667,3.85091125,7.71738873333333,1,1,1
"2026-08-01 07:00:00",2.66931355,4.03439946666667,7.56993058333333,1,1,1
"2026-08-01 08:00:00",2.92911583333333,4.3747452,7.7823563,1,1,1
"2026-08-01 09:00:00",3.11510388333333,4.415073,7.57374381666667,1,1,1
"2026-08-01 10:00:00",2.81635576666667,3.92291281666667,6.69819903333333,1,1,1
"2026-08-01 11:00:00",2.63634133333333,3.72974233333333,7.29687541666667,1,1,1
"2026-08-01 12:00:00",2.15571745,3.00411178333333,6.05960961666667,1,1,1
"2026-08-01 13:00:00",2.11536946666667,3.03065466666667,6.11753508333333,1,1,1
"2026-08-01 14:00:00",2.02608565,2.87393433333333,5.34486031666667,1,1,1
"2026-08-01 15:00:00",1.72854676666667,2.5129246,5.19446405,1,1,1
"2026-08-01 16:00:00",1.61052696666667,2.39024506666667,5.27251405,1,1,1
"2026-08-01 17:00:00",1.66961061666667,2.49096538333333,5.73904851666667,1,1,1
"2026-08-01 18:00:00",1.9803053,2.86987675,6.28521208333333,1,1,1
"2026-08-01 19:00:00",2.6621108,3.78059315,7.32592771666667,1,1,1
"2026-08-01 20:00:00",3.17198138333333,4.61376063333333,8.469689,1,1,1
"2026-08-01 21:00:00",NA,NA,NA,2,2,2
"2026-08-01 22:00:00",4.02550025,5.54151765,8.74403573333333,1,1,1
"2026-08-01 23:00:00",NA,NA,NA,2,2,2
"2026-08-02 00:00:00",3.21624678333333,4.44357605,8.28889928333333,1,1,1
"2026-08-02 01:00:00",3.47414755,4.69239241666667,7.77834918333333,1,1,1
"2026-08-02 02:00:00",3.1139493,4.28715458333333,7.34638001666667,1,1,1
"2026-08-02 03:00:00",3.0603455,4.15466408333333,6.93183378333333,1,1,1
"2026-08-02 04:00:00",3.2060767,4.33941731666667,6.94158405,1,1,1
"2026-08-02 05:00:00",3.17938823333333,4.48219906666667,7.64563915,1,1,1
"2026-08-02 06:00:00",3.14646863333333,4.61162601666667,8.93435216666667,1,1,1
"2026-08-02 07:00:00",3.19554268333333,4.73664923333333,8.76446953333333,1,1,1
"2026-08-02 08:00:00",3.19282508333333,4.7362613,8.52708336666667,1,1,1
"2026-08-02 09:00:00",3.16532668333333,4.74069788333333,9.4695643,1,1,1
"2026-08-02 10:00:00",3.18163321666667,4.6635176,9.35513955,1,1,1
"2026-08-02 11:00:00",3.26752976666667,4.8283426,10.50088465,1,1,1
"2026-08-02 12:00:00",3.16164718333333,4.62329526666667,10.2911147,1,1,1
