"datetime","PM1","PM2p5","PM10","qc_flag_PM1","qc_flag_PM2p5","qc_flag_PM10"
"2026-04-01 00:00:00",7.4510266,9.6811273,13.7553828166667,1,1,1
"2026-04-01 01:00:00",5.8477398,7.88895128333333,11.3291274,1,1,1
"2026-04-01 02:00:00",5.62399721666667,7.60581956666667,10.1805665333333,1,1,1
"2026-04-01 03:00:00",4.9737681,6.8799274,9.77153448333333,1,1,1
"2026-04-01 04:00:00",5.06577081666667,6.76114283333333,9.18909068333333,1,1,1
"2026-04-01 05:00:00",4.39551616666667,5.80859473333333,8.1794877,1,1,1
"2026-04-01 06:00:00",4.08554708333333,5.58019746666667,9.3750366,1,1,1
"2026-04-01 07:00:00",4.63447418333333,6.06906796666667,11.588832,1,1,1
"2026-04-01 08:00:00",4.25052545,5.33531371666667,7.65193643333333,1,1,1
"2026-04-01 09:00:00",4.0834718,5.59421056666667,9.39204966666667,1,1,1
"2026-04-01 10:00:00",NA,NA,NA,2,2,2
"2026-04-01 11:00:00",NA,NA,NA,2,2,2
"2026-04-01 12:00:00",NA,NA,NA,2,2,2
"2026-04-01 13:00:00",NA,NA,NA,2,2,2
"2026-04-01 14:00:00",NA,NA,NA,2,2,2
"2026-04-01 15:00:00",3.09041966666667,4.78380063333333,8.16876833333333,1,1,1
"2026-04-01 16:00:00",NA,NA,NA,2,2,2
"2026-04-01 17:00:00",NA,NA,NA,2,2,2
"2026-04-01 18:00:00",NA,NA,NA,2,2,2
"2026-04-01 19:00:00",3.78699818333333,5.95280413333333,9.95789288333333,1,1,1
"2026-04-01 20:00:00",3.70203763333333,6.0093139,10.03963925,1,1,1
"2026-04-01 21:00:00",2.96509923333333,4.69879651666667,7.38368005,1,1,1
"2026-04-01 22:00:00",1.49024273333333,3.01351205,5.7583251,1,1,1
"2026-04-01 23:00:00",2.1370972,4.42446235,8.32450736666667,1,1,1
"2026-04-02 00:00:00",2.95993878333333,5.81985111666667,11.2926275333333,1,1,1
"2026-04-02 01:00:00",2.72807203333333,5.56746273333333,10.2717165833333,1,1,1
"2026-04-02 02:00:00",2.66209816666667,5.15677296666667,9.71476848333333,1,1,1
"2026-04-02 03:00:00",2.77399923333333,4.92849798333333,8.1444409,1,1,1
"2026-04-02 04:00:00",3.25105286666667,5.25557865,8.63620821666667,1,1,1
"2026-04-02 05:00:00",3.7985859,5.83233956666667,10.0401849666667,1,1,1
"2026-04-02 06:00:00",4.42201733333333,6.43505651666667,10.4776603333333,1,1,1
"2026-04-02 07:00:00",3.7043077,5.34049006666667,9.17660321666667,1,1,1
"2026-04-02 08:00:00",3.07318741666667,4.17586316666667,8.08312773333333,1,1,1
"2026-04-02 09:00:00",2.52184333333333,3.56300413333333,6.9647118,1,1,1
"2026-04-02 10:00:00",NA,NA,NA,2,2,2
"2026-04-02 11:00:00",NA,NA,NA,2,2,2
"2026-04-02 12:00:00",NA,NA,NA,2,2,2
"2026-04-02 13:00:00",NA,NA,NA,2,2,2
"2026-04-02 14:00:00",NA,NA,NA,2,2,2
"2026-04-02 15:00:00",NA,NA,NA,2,2,2
"2026-04-02 16:00:00",NA,NA,NA,2,2,2
"2026-04-02 17:00:00",NA,NA,NA,3,3,3
"2026-04-02 18:00:00",NA,NA,NA,2,2,2
"2026-04-02 19:00:00",NA,NA,NA,2,2,2
"2026-04-02 20:00:00",NA,NA,NA,2,2,2
"2026-04-02 21:00:00",3.40998876666667,4.73907535,7.19404781666667,1,1,1
"2026-04-02 22:00:00",3.4258236,4.67257538333333,7.10756233333333,1,1,1
"2026-04-02 23:00:00",2.86667705,3.8765844,5.8041852,1,1,1
"2026-04-03 00:00:00",2.44735155,3.78681325,5.53341548333333,1,1,1
"2026-04-03 01:00:00",2.58877785,4.01375358333333,5.77440213333333,1,1,1
"2026-04-03 02:00:00",2.43496361666667,3.65007996666667,5.1525176,1,1,1
"2026-04-03 03:00:00",2.65026893333333,3.70596531666667,5.12566746666667,1,1,1
"2026-04-03 04:00:00",2.73249628333333,3.64219541666667,4.78268731666667,1,1,1
"2026-04-03 05:00:00",2.06436673333333,2.65636423333333,3.36995288333333,1,1,1
"2026-04-03 06:00:00",1.43016313333333,1.77993966666667,2.34156765,1,1,1
"2026-04-03 07:00:00",1.02160363333333,1.25699505,1.76844753333333,1,1,1
"2026-04-03 08:00:00",0.773209966666667,0.907020316666667,1.33417483333333,1,1,1
"2026-04-03 09:00:00",0.8692596,1.02909411666667,1.51910435,1,1,1
"2026-04-03 10:00:00",0.855876766666667,1.10487676666667,2.24945975,1,1,1
"2026-04-03 11:00:00",0.68028705,0.963243766666667,2.11945556666667,1,1,1
"2026-04-03 12:00:00",0.756287633333333,1.10953833333333,2.54424123333333,1,1,1
"2026-04-03 13:00:00",0.617846383333333,1.0755849,3.7444209,1,1,1
"2026-04-03 14:00:00",1.51704588333333,2.51480553333333,5.64024433333333,1,1,1
