"Date_UTC","Rain_Intensity","Total_Precip","Liquid_Precip","Solid_Precip","Precipitation.amount","Air_Temp","RH","Precipitation_amount","u","v","w","speed","direction","qc_flag_Rain_Intensity","qc_flag_Total_Precip","qc_flag_Liquid_Precip","qc_flag_Solid_Precip","qc_flag_Precipitation_amount","qc_flag_Air_Temp","qc_flag_RH","qc_flag_Relative_Humidity_pct"
2021-11-02 05:00:00,0,0,0,0,52.42,-9.9,100,NA,0.349793710328909,-0.24597576457011,-0.01116705135603,0.616399596076168,191.432183785343,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-02 06:00:00,0,0,0,0,52.42,-9.9,100,NA,0.71858898182867,-0.360010095183155,0.0712567060859533,0.859059705797519,205.194917219498,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-02 07:00:00,0,0,0,0,52.42,-9.9,100,NA,1.10727784189267,-0.601420946335834,-0.0642253317945759,1.31029861511829,208.784801500289,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-02 08:00:00,0,0,0,0,52.42,-9.9,100,NA,1.62750952655889,-0.788712759815242,-0.223302540415704,1.87825346420323,206.495909353349,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-02 09:00:00,0,0,0,0,52.42,-9.9,100,NA,1.54252177675224,-0.942209979809634,-0.203428612633401,1.94901845976348,213.117038361696,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-02 10:00:00,0,0,0,0,52.42,-9.9,99.95,NA,1.18164386724387,-0.73625772005772,-0.126788455988456,1.61661414141414,218.771806637807,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-02 11:00:00,0,0,0,0,52.42,-9.9,99.5666666666667,NA,0.638687445887446,-0.717357864357864,-0.121890043290043,1.27748427128427,231.250954401154,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-02 12:00:00,0,0,0,0,52.42,-9.9,99.4666666666667,NA,1.01246753246753,-0.819133044733045,-0.108991341991342,1.58047676767677,223.362545454545,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-02 13:00:00,0,0,0,0,52.42,-9.9,99.8,NA,0.703699653779573,-0.716459030582804,-0.1026474321985,1.35542556260819,227.535203115984,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-02 14:00:00,0,0,0,0,52.42,-9.9,99.9333333333333,NA,0.346807503607504,-0.509700432900433,-0.0229633477633478,0.920396536796537,232.770484559885,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-02 15:00:00,0,0,0,0,52.42,-9.9,100,NA,-0.139877957299481,-0.212905077899596,-0.00698990190421235,0.480745239469129,230.033785343335,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-02 16:00:00,0,0,0,0,52.42,-9.9,100,NA,0.0928497693194925,-0.329300173010381,0.0268970588235294,0.467277393310265,247.628044694348,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-02 17:00:00,0,0,0,0,52.42,-9.9,100,NA,0.216281096681097,-0.404431168831169,0.0675607503607504,0.625662914862915,236.782463780664,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-02 18:00:00,0,0,0,0,52.42,-9.9,100,NA,0.0586910193473867,-0.383272596015016,0.106847531042449,0.455401386081432,260.831262777938,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-02 19:00:00,0,0,0,0,52.42,-9.9,100,NA,0.261000865051903,-0.273057958477509,0.0731141868512111,0.452613898500577,234.67705911188,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-02 20:00:00,0,0,0,0,52.42,-9.9,100,NA,0.206099740559239,-0.234658691265494,0.0374744883251658,0.388631017584318,234.771602767368,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-02 21:00:00,0,0,0,0,52.42,-9.9,100,NA,0.0959705882352941,-0.287473760092272,0.0458246828143022,0.385126874279123,251.849785755479,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-02 22:00:00,0,0,0,0,52.42,-9.9,100,NA,0.054036064627813,-0.306159261396422,0.0513918061165609,0.357033756491633,255.226582227351,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-02 23:00:00,0,0,0,0,52.42,-9.9,100,NA,-0.113756850302855,-0.386430920103836,-0.0293409287568503,0.452473896740698,279.131823478512,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03,0,0,0,0,52.42,-9.9,100,NA,-0.117665031736872,-0.241965666474322,0.00320109636468552,0.329511252163878,282.015772937103,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03,0,0,0,0,52.42,-9.9,100,NA,-0.117665031736872,-0.241965666474322,0.00320109636468552,0.329511252163878,282.015772937103,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 01:00:00,0,0,0,0,52.42,-9.9,100,NA,0.0548556998556999,-0.239533044733045,0.0122914862914863,0.315373448773449,235.539262049062,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 02:00:00,0,0,0,0,52.42,-9.9,100,NA,-0.00287186147186147,-0.471502741702742,0.00326666666666667,0.501753246753247,272.464580952381,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 03:00:00,0,0,0,0,52.42,-9.9,100,NA,-0.0255954991344489,-0.44536757068667,-0.0224881708020773,0.521150028851702,261.397804385459,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 04:00:00,0,0,0,0,52.42,-9.9,100,NA,-0.042575713873666,-0.0227505047591578,-0.0141548889529853,0.504473319873089,192.28588549178,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 05:00:00,0.00566666666666667,0.0074,0.0074,0,52.4205,-7.3,94.2666666666667,NA,-0.121967993079585,-0.283586505190311,-0.0522877739331027,0.51703431372549,229.897745963091,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 06:00:00,0.0548166666666667,0.05305,0.053,3.33333333333333e-05,52.4518333333333,-1.315,90.4666666666667,NA,-0.412908513708514,-0.0822323232323232,-0.0540421356421356,0.741957287157287,177.110264935065,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 07:00:00,0.00065,6e-04,6e-04,0,52.48,-9.56666666666667,96.8166666666667,NA,-0.441484568791462,-0.0301335448514566,-0.0314453417940583,0.680428035765792,183.204591289299,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 08:00:00,0,0,0,0,52.48,-9.9,100,NA,-0.400754183496826,-0.175044143104443,-0.0331731102135026,0.699004039238315,206.498047028275,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 09:00:00,0.00685,0.00681666666666667,0.00681666666666667,0,52.4813333333333,-9.04,96.9666666666667,NA,-0.583610614364003,-0.0160732621863282,-0.0174811075858091,0.88008508797231,187.901541101817,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 10:00:00,0.291116666666667,0.308783333333333,0.308783333333333,0,52.6228333333333,8.25166666666667,99.35,NA,-0.673789898989899,0.12155468975469,-0.064410101010101,0.988671861471861,160.19026955267,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 11:00:00,0.0656666666666667,0.048,0.048,0,52.8375,-6.80166666666667,98.1,NA,-0.604597518753606,-0.159424408540104,-0.0576941719561454,0.97600230813618,197.501420080785,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 12:00:00,0,0,0,0,52.84,-9.9,99.9333333333333,NA,-0.76571469740634,0.127653314121037,-0.0448273775216138,1.11591498559078,156.840062824207,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 13:00:00,0,0,0,0,52.84,-9.9,100,NA,-1.0093038084247,0.161761396422389,-0.00570051933064051,1.50360675129833,148.653534622043,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 14:00:00,0,0,0,0,52.84,-9.9,99.8333333333333,NA,-0.965476767676768,0.0826854256854257,-0.0737359307359307,1.45073333333333,164.356683982684,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 15:00:00,0,0,0,0,52.84,-9.9,100,NA,-0.750247116493656,0.0926833910034602,-0.017780276816609,1.0958791810842,154.978647347174,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 16:00:00,0,0,0,0,52.84,-9.9,99.9333333333333,NA,-0.864485714285714,0.178002886002886,-0.0729743145743146,1.18536738816739,149.341810678211,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 17:00:00,0,6.66666666666667e-05,6.66666666666667e-05,0,52.84,-9.9,98.6166666666667,NA,-0.787212060011541,0.0756067512983266,-0.104507501442585,1.17313387189844,162.263870455857,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 18:00:00,0,0,0,0,52.84,-9.9,100,NA,-0.862733121754183,0.201239180611656,-0.0629197922677438,1.25787680323139,148.837121177149,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 19:00:00,0,0,0,0,52.84,-9.9,100,NA,-1.29603203463203,0.520141414141414,0.00148600288600289,1.67591515151515,114.165926695527,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 20:00:00,0,0,0,0,52.84,-9.9,100,NA,-0.990526832083093,0.367119446047317,-0.0215409694171956,1.34348182342758,119.146175706867,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 21:00:00,0,0,0,0,52.84,-9.9,99.9833333333333,NA,-0.850860894660895,0.185462049062049,-0.0332239538239538,1.20898528138528,143.631593362193,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 22:00:00,0,0,0,0,52.84,-9.9,100,NA,-0.813202480530718,0.15554283241996,-0.0732044995673493,1.26358407845399,152.11683241996,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-03 23:00:00,0,0,0,0,52.84,-9.9,100,NA,-0.797585809056821,0.0906013844822613,-0.0491067205076435,1.26814421690222,163.164497259879,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04,0,0,0,0,52.84,-9.9,99.948275862069,NA,-0.968890683588116,0.0135912892991059,-0.0827412748774156,1.44056158061725,171.656627343525,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 01:00:00,0,0,0,0,52.84,-9.9,100,NA,-0.529334871646957,-0.31928699163542,-0.0568433804441881,1.07668647245457,212.329192962215,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 02:00:00,0,0,0,0,52.84,-9.9,100,NA,-0.516727771362587,-0.357724018475751,-0.0292912817551963,1.11689145496536,217.675270207852,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 03:00:00,0,0,0,0,52.84,-9.9,100,NA,-0.503543145743146,-0.246400865800866,-0.0303235209235209,1.10915353535354,204.621875901876,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 04:00:00,0,0,0,0,52.84,-9.9,99.9833333333333,NA,-0.502556965676377,-0.334780790308624,-0.0333103547735795,1.10584164984136,213.456321892126,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 05:00:00,0,0,0,0,52.84,-9.9,99.5666666666667,NA,-0.713367494226328,-0.510305715935335,-0.0982375866050808,1.39931408775982,224.335007505774,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 06:00:00,0,0,0,0,52.84,-9.9,100,NA,-0.55780063473745,-0.379211482977496,-0.0418635314483555,1.27496249278707,207.383152336988,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 07:00:00,0,0,0,0,52.84,-9.9,100,NA,-0.818693795093795,-0.226386435786436,-0.0293486291486291,1.42411341991342,199.892443290043,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 08:00:00,0,0,0,0,52.84,-9.9,99.5333333333333,NA,-0.976385281385281,0.000178354978354978,-0.0195036075036075,1.66490822510823,170.642668975469,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 09:00:00,0.00613333333333333,0.00615,0.00615,0,52.8455,-8.94833333333333,99.4833333333333,NA,-1.24549552927603,0.191246610902798,-0.055429477934814,1.79679146235939,156.559414190943,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 10:00:00,0,0,0,0,52.85,-9.9,99.95,NA,-1.23903029428736,0.195644258511252,-0.0601009809578765,1.82029342181189,150.749216387767,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 11:00:00,0,0,0,0,52.85,-9.9,99.9166666666667,NA,-1.26655552350736,0.187124314969714,-0.0369368329968272,1.83287337755985,157.555653302567,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 12:00:00,0,0,0,0,52.85,-9.9,99.95,NA,-0.886923276608019,0.081553504470724,0.0101130660513412,1.47579665416787,165.422573117969,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 13:00:00,0,0,0,0,52.85,-9.9,99.95,NA,-1.06550173110214,0.279468263127525,-0.00304616272360069,1.51902019619158,142.212306116561,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 14:00:00,0,0,0,0,52.85,-9.9,99.9166666666667,NA,-1.10390738603578,0.314978938257357,0.0196188690132718,1.61561107905366,140.486291113676,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 15:00:00,0,0,0,0,52.85,-9.9,99.95,NA,-1.28514669361825,0.344406583886803,-0.0392258157666763,1.718652902108,139.576218596593,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 16:00:00,0,0,0,0,52.85,-9.9,100,NA,-0.443728085351788,-0.0615198961937716,-0.0513154555940023,0.815334486735871,186.314791810842,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 17:00:00,0,0,0,0,52.85,-9.9,100,NA,-0.192605710989328,-0.352935102394001,-0.0646218632823767,0.605890106720508,241.289423997693,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 18:00:00,0,0,0,0,52.85,-9.9,100,NA,-0.123970002884338,-0.52677531006634,-0.0769645226420537,0.666499855783098,265.960598500144,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 19:00:00,0,0,0,0,52.85,-9.9,100,NA,-0.219387366599365,-0.511978079030862,-0.0820888376117681,0.705053360253822,262.511438707817,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 20:00:00,0,0,0,0,52.85,-9.9,100,NA,-0.230345255263917,-0.555226420536487,-0.0687937698298241,0.728438996250361,270.180848860686,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 21:00:00,0,0,0,0,52.85,-9.9,100,NA,-0.1161820542412,-0.568353144835545,-0.0874624927870744,0.651897864974033,276.271526255049,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 22:00:00,0,0,0,0,52.85,-9.9,100,NA,0.0295610037496395,-0.487845399480819,-0.00471300836458033,0.527124603403519,262.925487164696,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-04 23:00:00,0,0,0,0,52.85,-9.9,100,NA,0.0550210556677243,-0.560948947216614,0.186467262763196,0.602618113642919,264.753807903086,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05,0,0,0,0,52.85,-9.9,100,NA,-0.0326176046176046,-0.51665772005772,0.10308253968254,0.539139971139971,273.383519480519,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 01:00:00,0,0,0,0,52.85,-9.9,100,NA,-0.0109446047316792,-0.414687247547605,0.060367859203693,0.442990478938257,270.649240911714,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 02:00:00,0,0,0,0,52.85,-9.9,100,NA,-0.0134623593885203,-0.408360253821748,0.134871646957023,0.435006633977502,270.768807903086,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 03:00:00,0,0,0,0,52.85,-9.9,100,NA,0.0130424120023081,-0.468041834968263,0.0675770340450087,0.517384304673976,264.328740046163,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 04:00:00,0,0,0,0,52.85,-9.9,100,NA,-0.0823384304673976,-0.186468551644547,0.0299786497403347,0.338099826889787,245.46228390075,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 05:00:00,0,0,0,0,52.85,-9.9,100,NA,0.0862911976911977,-0.22434632034632,-0.00426493506493507,0.346007503607504,236.246522655123,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 06:00:00,0,0,0,0,52.85,-9.9,100,NA,0.0399890426758939,-0.328017589388697,0.0202211649365629,0.417086216839677,249.757165224914,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 07:00:00,0.0186833333333333,0.0190666666666667,0.0190666666666667,0,52.8541666666667,-7.555,99.2166666666667,NA,0.0187763993075591,-0.532613964223889,0.0143087132140796,0.576424697057126,265.501650317369,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 08:00:00,0.00333333333333333,0.00301666666666667,0.00301666666666667,0,52.87,-9.40333333333333,99.15,NA,0.320141373341027,-0.397758222735141,0.0732380265435661,0.648145989613387,234.202374206578,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 09:00:00,0,0,0,0,52.87,-9.9,100,NA,0.379517599538373,-0.521769763416042,0.0244209463358338,0.846377957299481,234.091247547605,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 10:00:00,0,0,0,0,52.87,-9.9,99.9333333333333,NA,0.338306581986143,-0.674589491916859,-0.0371498267898383,0.998791570438799,241.527455254042,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 11:00:00,0,0,0,0,52.87,-9.9,99.8666666666667,NA,0.0201728216964801,-0.636081650317369,-0.037331217541835,1.03411165608771,240.625209751875,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 12:00:00,0,0,0,0,52.87,-9.9,100,NA,0.0338129330254042,-0.708141454965358,-0.0700412817551963,0.988795612009238,247.745996247113,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 13:00:00,0,0,0,0,52.87,-9.9,100,NA,0.10782683982684,-0.635169985569986,-0.0253139971139971,1.05216940836941,235.857397979798,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 14:00:00,0,0,0,0,52.87,-9.9,99.5833333333333,NA,-0.00327012987012987,-0.582777489177489,0.00447763347763348,0.892649639249639,247.741491197691,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 15:00:00,0.0045,0.00453333333333333,0,0,52.871,-9.40666666666667,99.9833333333333,NA,0.328873341027121,-0.483456145412579,0.0649382573571841,0.821914598961339,231.308040103866,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 16:00:00,0.0165833333333333,0.0166,0.000533333333333333,0.01445,52.8868333333333,-8.76,100,NA,0.176463358338142,-0.426117714945182,0.0518964223889209,0.685558280438546,239.911596076169,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 17:00:00,0,0,0,0,52.89,-9.9,100,NA,0.229949509521062,-0.433982111944605,0.0756566647432198,0.708735718407386,233.882362665897,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 18:00:00,0,0,0,0,52.89,-9.9,100,NA,0.201417557031476,-0.484971700837424,0.0903670228125902,0.808287323130234,240.535371354317,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 19:00:00,0,0,0,0,52.89,-9.9,100,NA,0.474135025966532,-0.486352856318523,0.0412787074437392,0.912976341604155,230.403688113099,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 20:00:00,0,0,0,0,52.89,-9.9,99.95,NA,0.519401904212349,-0.649834968263127,0.0649229659549913,1.03893883439123,234.710517311021,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 21:00:00,0,0,0,0,52.89,-9.9,100,NA,0.854394691286786,-0.805613387189844,0.0056067512983266,1.35371956145413,227.999476053087,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 22:00:00,0,0,0,0,52.89,-9.9,100,NA,1.24861252163878,-1.06741229082516,-0.0868822850548182,1.80676081938834,223.155339007501,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-05 23:00:00,0,0,0,0,52.89,-9.9,100,NA,1.35425274091171,-1.11080582804385,-0.0792085978072706,1.90144547028275,221.827057414887,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-06,0,0,0,0,52.89,-9.9,100,NA,0.820140467262763,-0.83879607730026,-0.000402653591000865,1.33289270262475,228.929780213441,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-06 01:00:00,0,0,0,0,52.89,-9.9,99.9333333333333,NA,1.26911595038939,-0.828426882030574,-0.137148543409288,1.62856734929334,215.137145659071,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-06 02:00:00,0,0,0,0,52.89,-9.9,100,NA,1.33955930735931,-0.992378066378066,-0.0905991341991342,1.79838701298701,219.286426262626,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-06 03:00:00,0,0,0,0,52.89,-9.9,100,NA,1.27732794923565,-1.0526429189501,-0.139055090856648,1.84439226997404,221.008979809634,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-06 04:00:00,0,0,0,0,52.89,-9.9,100,NA,1.13083232323232,-0.866594227994228,-0.0430834054834055,1.57593939393939,221.304819047619,"1b","1b","1b","1b","1b","1b",1,"b"
2021-11-06 05:00:00,0,0,0,0,52.89,-9.9,99.9333333333333,NA,1.83423651571964,-1.05798096336891,-0.186151427747332,2.27635563888088,212.189019613499,"1b","1b","1b","1b","1b","1b",1,"b"
