"Date_UTC","Rain_Intensity","Total_Precip","Liquid_Precip","Solid_Precip","Precipitation.amount","Air_Temp","RH","Precipitation_amount","u","v","w","speed","direction","qc_flag_Rain_Intensity","qc_flag_Total_Precip","qc_flag_Liquid_Precip","qc_flag_Solid_Precip","qc_flag_Precipitation_amount","qc_flag_Air_Temp","qc_flag_RH","qc_flag_Relative_Humidity_pct"
2021-12-01,0.00512068965517241,0.00506896551724138,0.00506896551724138,0,0.34,-8.69827586206897,96.7758620689655,NA,0.813393414211439,-1.71111640670133,-0.0317894280762565,2.14344800693241,245.719408723281,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 01:00:00,0.586166666666667,0.644266666666667,0.644266666666667,0,0.425,1.30666666666667,97.6833333333333,NA,0.453673110213503,-1.72302654356607,0.0116987882285055,2.07740392383151,255.924060011541,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 02:00:00,0.146316666666667,0.0883666666666667,0.0883666666666667,0,1.06916666666667,-7.165,95.9666666666667,NA,-0.202652625504905,-1.75930409694172,-0.024397576457011,2.08186353144836,267.850653491056,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 03:00:00,0.0184333333333333,0.0183,0.0183,0,1.08116666666667,-4.25833333333333,88.35,NA,-0.222891774891775,-1.8306961038961,-0.000840404040404041,2.19448917748918,266.069668975469,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 04:00:00,0.07485,0.0788333333333333,0.0788333333333333,0,1.123,4.56833333333333,96.7166666666667,NA,-0.451300230946882,-1.78397344110855,-0.0643536374133949,2.26389491916859,263.795556293303,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 05:00:00,0.404683333333333,0.415016666666667,0.409133333333333,0.00586666666666667,1.36483333333333,16.8066666666667,99.8166666666667,NA,-0.28207210845111,-1.47595500432651,0.032659936544563,1.80523305451399,268.978275742717,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 06:00:00,0.4689,0.49065,0.486683333333333,0.00391666666666667,1.842,15.315,98.2,NA,-0.208509668109668,-1.51223751803752,-0.0152499278499279,1.78566031746032,266.439481962482,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 07:00:00,0.10795,0.0717666666666667,0.0712666666666667,0.000533333333333333,2.14366666666667,-5.79833333333333,94,NA,0.0955708104989905,-1.14876579175079,-0.0330337467551197,1.34276434958177,260.697566195558,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 08:00:00,0,0,0,0,2.15,-9.9,99.9833333333333,NA,0.0974298498845266,-1.22811345265589,-0.0108773094688222,1.47231553117783,259.005937933025,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 09:00:00,0.00208333333333333,0.00225,0.00225,0,2.15,-9.26666666666667,95.3166666666667,NA,-0.0319050778995961,-1.44867714945182,-0.0120150028851702,1.71882862088863,263.41616762839,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 10:00:00,0.00546666666666667,0.0053,0.0053,0,2.151,-8.455,96.85,NA,-0.075833573694837,-1.58285549466397,-0.0227011825785982,1.86283068935679,264.251091145082,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 11:00:00,0.0753,0.0753166666666667,0.0753166666666667,0,2.17916666666667,-5.81833333333333,92.9,NA,-0.180125252525253,-1.5237873015873,-0.00138989898989899,1.83933564213564,265.951112842713,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 12:00:00,0.281916666666667,0.282,0.282,0,2.39,1.65666666666667,92.7833333333333,NA,-0.146592154600519,-0.867287856936833,-0.0170216325353331,1.22374992789155,247.871156042688,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 13:00:00,0.028,0.02955,0.02955,0,2.5235,-3.68333333333333,96.5833333333333,NA,-0.133679076479076,-1.05267301587302,-0.022836075036075,1.3328025974026,261.437615007215,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 14:00:00,2.64893333333333,2.64746666666667,2.40836666666667,0.239083333333333,4.37583333333333,10.72,94.9666666666667,NA,-0.93985780213441,-0.389101528699164,-0.0441182578598212,1.64975165849438,212.099728295356,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 15:00:00,0.5607,0.560766666666667,0.555233333333333,0.00553333333333333,5.4505,9.63,98.4333333333333,NA,-1.14057443739181,0.154845066358915,0.0406459896133872,1.81588632429313,175.965560588575,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 16:00:00,0.00855,0.00851666666666667,0.00851666666666667,0,5.7555,-6.74666666666667,95.6833333333333,NA,-1.04600230813618,0.336707732256203,-0.0198750721292556,1.24659521061743,110.535049047894,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 17:00:00,0,0,0,0,5.76,-9.9,100,NA,-1.34309090909091,0.302577777777778,-0.0500294372294372,1.61808513708514,129.889607503607,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 18:00:00,0,0,0,0,5.76,-9.9,100,NA,-1.28240478938257,0.199306116560877,-0.00213473744950952,1.65825908828621,164.773513848817,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 19:00:00,0,0,0,0,5.76,-9.9,100,NA,-0.922916618580496,-0.0931396422388921,0.0125369301788806,1.43368407386036,185.704010386613,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 20:00:00,0,0,0,0,5.76,-9.9,100,NA,-0.550912892991059,-0.614597057975195,0.036771560426882,1.13970320161523,251.936333717912,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 21:00:00,0,0,0,0,5.76,-9.9,100,NA,-0.229210495963091,-0.745057093425606,-0.0116314878892734,0.990139273356401,262.078252306805,"1b","1b","1b","1b","1b","1b",1,"b"
2021-12-01 22:00:00,0,0,0,0,5.76,-9.9,100,NA,-0.511761753677531,-0.675282088260744,-0.00685491779636573,1.27447966541679,242.905623017018,"1b","1b","1b","1b","1b","1b",1,"b"
