"Date_UTC","RH....","Temperature..C.","Station.Level.Pressure..hPa.","MSLP..hPa.","u","v","w","speed","direction"
2025-10-01,78.3777851333333,12.6450446,1009.8443176,1027.75123046702,0.329059636992221,-0.265090751944685,0.0538043791414578,0.578718524920772,216.668800633823
2025-10-01 01:00:00,81.5862458666667,12.2439471,1009.73535146667,1027.66571862058,0.251441980996257,-0.0409164987042902,0.0997376907572704,0.432627987330838,178.975035416067
2025-10-01 02:00:00,84.3413653,11.7331978333333,1009.5805887,1027.54062838193,0.407143433179724,-0.122029377880184,0.00758813364055299,0.549135656682028,187.578522465438
2025-10-01 03:00:00,83.8621923333333,11.7956520666667,1009.4345317,1027.38800178225,0.667453655728267,-0.313026194588371,-0.0446822107081174,0.851725964306275,202.785314047208
2025-10-01 04:00:00,84.5517901333333,11.7930812333333,1009.38966683333,1027.34250247711,0.777526634033976,-0.432794414051253,-0.0436550532680679,1.04433198963432,213.028394759574
2025-10-01 05:00:00,86.3937127,11.8108145333333,1009.63095705,1027.58695667428,0.484816820276498,-0.315453629032258,0.023128168202765,0.760385368663595,211.056269297235
2025-10-01 06:00:00,90.5016148833333,11.66277255,1010.04646903333,1028.01927969256,0.696362510797581,-0.24069651598042,-0.0210040310970343,0.888954794126116,201.946928016124
2025-10-01 07:00:00,92.6957192,11.7104912,1009.98077703333,1027.94938105393,1.00414203399597,-0.318654278305964,-0.16003399596658,1.19338202247191,198.725071161049
2025-10-01 08:00:00,91.1459062833333,12.2081905,1010.30082201667,1028.24349988112,1.220882386855,-0.685475353127702,-0.115585759584895,1.57264024214471,210.916165177285
2025-10-01 09:00:00,88.57698675,12.86120015,1010.40820101667,1028.31146243946,1.45783784562212,-0.614002304147465,-0.17681797235023,1.74995218894009,203.068517281106
2025-10-01 10:00:00,81.6028532666667,14.6933477166667,1010.31982725,1028.10673111491,2.13001065668203,-0.847844758064516,-0.359724942396313,2.52627332949309,201.954215437788
2025-10-01 11:00:00,74.1248503833333,16.3791811833333,1010.16781213333,1027.84749313547,2.69688936905791,-1.0591331028522,-0.425565831172573,3.13819590895995,203.037002592913
2025-10-01 12:00:00,70.9298880333333,17.0405503166667,1010.02105711667,1027.65746701117,2.42603546712803,-0.83408506343714,-0.343368800461361,2.77703950403691,200.782228373702
2025-10-01 13:00:00,72.2344161166667,16.6378750333333,1009.9949513,1027.65562006387,2.1669089599539,-1.13828637280323,-0.270428118697782,2.65234860270815,207.699856237396
2025-10-01 14:00:00,71.8408668833333,16.7000532,1009.64789938333,1027.29867837219,1.74452678571429,-0.680812211981567,-0.219195852534562,2.03807373271889,201.956033698157
2025-10-01 15:00:00,69.0093226,17.1669659666667,1009.4006451,1027.01848390471,1.92832113000865,-0.893456327471894,-0.270891899682906,2.29496454309599,205.172746901124
2025-10-01 16:00:00,67.9933542333333,16.9231864,1009.26602376667,1026.89646410216,1.48585364448286,-0.824019014693172,-0.121390953615673,1.87675252088735,210.376657447421
2025-10-01 17:00:00,70.1038609666667,16.2780499333333,1009.4290469,1027.10196460347,1.01378530259366,-0.465419308357349,-0.0967991354466859,1.23487867435158,203.30958184438
2025-10-01 18:00:00,72.9170735666667,15.4238654666667,1009.5650026,1027.29306991196,1.02071082949309,-0.346827764976959,-0.121536002304147,1.1650573156682,200.185613479263
2025-10-01 19:00:00,72.5871677,15.2827769333333,1009.4642823,1027.19934559152,0.735997407087295,-0.4309014693172,-0.0049066551426102,0.975609910688562,216.776271967733
2025-10-01 20:00:00,79.19492825,13.6239732333333,1009.26464861667,1027.09966960579,0.521972334293948,-0.387978097982709,0.0324409221902017,0.770297406340058,221.793382420749
2025-10-01 21:00:00,84.6613852,12.5569036666667,1009.07874978333,1026.97767450839,0.386846730048977,0.00431460674157303,0.0218245462402766,0.509211754537597,162.390611927398
2025-10-01 22:00:00,87.8686657333333,11.8398554666667,1008.90476073333,1026.84600247203,0.156638248847926,-0.207271313364055,0.102936059907834,0.394142857142857,215.083936635945
2025-10-01 23:00:00,86.3546754333333,12.2067808333333,1008.705131,1026.61955566098,0.375250215951627,-0.264296861503023,0.0258119781169018,0.586101065361359,211.261057875036
2025-10-02,84.4265687333333,12.6490181666667,1008.53572203333,1026.41917714539,0.620682224142898,-0.275063094209162,-0.031907807548257,0.855618265629502,211.111299625468
2025-10-02 01:00:00,85.9533034833333,12.2385781166667,1008.26487433333,1026.16949629254,0.207972630365889,0.101499567847882,0.0012241428983002,0.459234514549121,154.64405704408
2025-10-02 02:00:00,90.2680287333333,11.1003523166667,1007.71405436667,1025.68115701512,0.560866282420749,0.0200351585014409,-0.0306389048991354,0.704729106628242,166.563479827089
