"date (UTC+0)","NO (ppb)","NOy (ppb)","Flag"
2019-11-01,0.877,13.31,NA
2019-11-01 00:01:00,0.923,13.286,NA
2019-11-01 00:02:00,0.933,13.175,NA
2019-11-01 00:03:00,0.905,13.064,NA
2019-11-01 00:04:00,0.873,12.946,NA
2019-11-01 00:05:00,0.821,12.837,NA
2019-11-01 00:06:00,0.76,12.688,NA
2019-11-01 00:07:00,0.735,12.572,NA
2019-11-01 00:08:00,0.688,12.539,NA
2019-11-01 00:09:00,0.643,12.403,NA
2019-11-01 00:10:00,0.6,12.361,NA
2019-11-01 00:11:00,0.589,12.37,NA
2019-11-01 00:12:00,0.588,12.318,NA
2019-11-01 00:13:00,0.592,12.267,NA
2019-11-01 00:14:00,0.603,12.203,NA
2019-11-01 00:15:00,0.602,12.2,NA
2019-11-01 00:16:00,0.595,12.217,NA
2019-11-01 00:17:00,0.57,12.172,NA
2019-11-01 00:18:00,0.555,12.192,NA
2019-11-01 00:19:00,0.568,12.145,NA
2019-11-01 00:20:00,0.569,12.129,NA
2019-11-01 00:21:00,0.568,12.117,NA
2019-11-01 00:22:00,0.571,12.137,NA
2019-11-01 00:23:00,0.577,12.127,NA
2019-11-01 00:24:00,0.581,12.088,NA
2019-11-01 00:25:00,0.587,12.05,NA
2019-11-01 00:26:00,0.601,12.005,NA
2019-11-01 00:27:00,0.594,11.922,NA
2019-11-01 00:28:00,0.588,11.839,NA
2019-11-01 00:29:00,0.593,11.792,NA
2019-11-01 00:30:00,0.599,11.739,NA
2019-11-01 00:31:00,0.61,11.711,NA
2019-11-01 00:32:00,0.622,11.708,NA
2019-11-01 00:33:00,0.631,11.694,NA
2019-11-01 00:34:00,0.65,11.677,NA
2019-11-01 00:35:00,0.666,11.653,NA
2019-11-01 00:36:00,0.686,11.683,NA
2019-11-01 00:37:00,0.703,11.717,NA
2019-11-01 00:38:00,0.698,11.661,NA
2019-11-01 00:39:00,0.703,11.618,NA
2019-11-01 00:40:00,0.709,11.593,NA
2019-11-01 00:41:00,0.718,11.524,NA
2019-11-01 00:42:00,0.709,11.462,NA
2019-11-01 00:43:00,0.695,11.413,NA
2019-11-01 00:44:00,0.686,11.298,NA
2019-11-01 00:45:00,0.648,11.207,NA
2019-11-01 00:46:00,0.642,11.135,NA
2019-11-01 00:47:00,0.619,11.106,NA
2019-11-01 00:48:00,0.6,11.044,NA
2019-11-01 00:49:00,0.576,10.981,NA
2019-11-01 00:50:00,0.553,10.949,"E: Erroneous Data"
2019-11-01 00:51:00,0.547,10.899,"E: Erroneous Data"
2019-11-01 00:52:00,0.527,10.858,"E: Erroneous Data"
2019-11-01 00:53:00,0.53,10.823,"E: Erroneous Data"
2019-11-01 00:54:00,0.542,10.793,"E: Erroneous Data"
2019-11-01 00:55:00,0.539,10.686,"E: Erroneous Data"
2019-11-01 00:56:00,0.507,9.72,"E: Erroneous Data"
2019-11-01 00:57:00,0.444,8.444,"E: Erroneous Data"
2019-11-01 00:58:00,0.386,7.189,"E: Erroneous Data"
2019-11-01 00:59:00,0.33,6.083,"E: Erroneous Data"
2019-11-01 01:00:00,0.28,4.977,"E: Erroneous Data"
2019-11-01 01:01:00,0.221,3.773,"E: Erroneous Data"
2019-11-01 01:02:00,0.156,2.563,"E: Erroneous Data"
2019-11-01 01:03:00,0.1,1.462,"E: Erroneous Data"
2019-11-01 01:04:00,0.063,0.674,"E: Erroneous Data"
2019-11-01 01:05:00,0.053,0.705,"E: Erroneous Data"
2019-11-01 01:06:00,0.053,0.711,"E: Erroneous Data"
2019-11-01 01:07:00,0.058,0.682,"E: Erroneous Data"
2019-11-01 01:08:00,0.059,0.641,"E: Erroneous Data"
2019-11-01 01:09:00,0.06,0.607,"E: Erroneous Data"
2019-11-01 01:10:00,0.057,0.56,"E: Erroneous Data"
2019-11-01 01:11:00,50.539,56.888,"E: Erroneous Data"
2019-11-01 01:12:00,80.164,85.81,"E: Erroneous Data"
2019-11-01 01:13:00,80.535,85.516,"E: Erroneous Data"
2019-11-01 01:14:00,80.341,85.252,"E: Erroneous Data"
2019-11-01 01:15:00,80.154,85.292,"E: Erroneous Data"
2019-11-01 01:16:00,80.178,85.186,"E: Erroneous Data"
2019-11-01 01:17:00,80.178,85.087,"E: Erroneous Data"
2019-11-01 01:18:00,80.185,84.998,"E: Erroneous Data"
2019-11-01 01:19:00,80.164,84.914,"E: Erroneous Data"
2019-11-01 01:20:00,80.132,84.809,"E: Erroneous Data"
2019-11-01 01:21:00,80.143,84.746,"E: Erroneous Data"
2019-11-01 01:22:00,80.154,84.674,"E: Erroneous Data"
2019-11-01 01:23:00,80.163,84.596,"E: Erroneous Data"
2019-11-01 01:24:00,80.202,84.592,"E: Erroneous Data"
2019-11-01 01:25:00,80.139,84.545,"E: Erroneous Data"
2019-11-01 01:26:00,20.08,28.209,"E: Erroneous Data"
2019-11-01 01:27:00,0.044,9.297,"E: Erroneous Data"
2019-11-01 01:28:00,0.095,9.097,"E: Erroneous Data"
2019-11-01 01:29:00,0.164,9.036,"E: Erroneous Data"
2019-11-01 01:30:00,0.261,9.134,"E: Erroneous Data"
2019-11-01 01:31:00,0.319,9.198,NA
2019-11-01 01:32:00,0.363,9.239,NA
2019-11-01 01:33:00,0.416,9.264,NA
2019-11-01 01:34:00,0.484,9.304,NA
2019-11-01 01:35:00,0.535,9.307,NA
2019-11-01 01:36:00,0.555,9.268,NA
2019-11-01 01:37:00,0.568,9.199,NA
2019-11-01 01:38:00,0.58,9.124,NA
2019-11-01 01:39:00,0.545,9.01,NA
2019-11-01 01:40:00,0.498,8.854,NA
2019-11-01 01:41:00,0.489,8.754,NA
2019-11-01 01:42:00,0.424,8.587,NA
2019-11-01 01:43:00,0.376,8.476,NA
2019-11-01 01:44:00,0.348,8.411,NA
2019-11-01 01:45:00,0.346,8.368,NA
2019-11-01 01:46:00,0.352,8.347,NA
2019-11-01 01:47:00,0.345,8.321,NA
2019-11-01 01:48:00,0.336,8.239,NA
2019-11-01 01:49:00,0.331,8.19,NA
2019-11-01 01:50:00,0.339,8.118,NA
2019-11-01 01:51:00,0.339,8.059,NA
2019-11-01 01:52:00,0.332,7.971,NA
