"Elements","10-2025"
"Al_Concentration (ng/m3)","0"
"Si_Concentration (ng/m3)","8.96"
"P_Concentration (ng/m3)","0.114"
"S_Concentration (ng/m3)","323"
"Cl_Concentration (ng/m3)","1060"
"K_Concentration (ng/m3)","105"
"Ca_Concentration (ng/m3)","94.5"
"Ti_Concentration (ng/m3)","4.08"
"V_Concentration (ng/m3)","0.112"
"Cr_Concentration (ng/m3)","1.53"
"Mn_Concentration (ng/m3)","0.776"
"Fe_Concentration (ng/m3)","135"
"Co_Concentration (ng/m3)","0.000104"
"Ni_Concentration (ng/m3)","0.0908"
"Cu_Concentration (ng/m3)","4.88"
"Zn_Concentration (ng/m3)","15.6"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0.00000774"
"As_Concentration (ng/m3)","2.12"
"Se_Concentration (ng/m3)","0.558"
"Br_Concentration (ng/m3)","6.06"
"Sr_Concentration (ng/m3)","1.11"
"Y_Concentration (ng/m3)","0.0107"
"Zr_Concentration (ng/m3)","0.0269"
"Mo_Concentration (ng/m3)","0.0563"
"Pd_Concentration (ng/m3)","0.299"
"Ag_Concentration (ng/m3)","0.000244"
"Cd_Concentration (ng/m3)","0.00196"
"In_Concentration (ng/m3)","0.000605"
"Sn_Concentration (ng/m3)","0.00169"
"Sb_Concentration (ng/m3)","0.00655"
"Te_Concentration (ng/m3)","0.00273"
"Ba_Concentration (ng/m3)","2.08"
"La_Concentration (ng/m3)","0.0000460"
"Ce_Concentration (ng/m3)","0.0000776"
"Pt_Concentration (ng/m3)","0.0000361"
"Hg_Concentration (ng/m3)","0.0000229"
"Tl_Concentration (ng/m3)","0.0000277"
"Pb_Concentration (ng/m3)","1.63"
"Bi_Concentration (ng/m3)","0.0422"
