"Elements","4-2023"
"Al_Concentration (ng/m3)","196"
"Si_Concentration (ng/m3)","217"
"P_Concentration (ng/m3)","0.368"
"S_Concentration (ng/m3)","461"
"Cl_Concentration (ng/m3)","673"
"K_Concentration (ng/m3)","90.8"
"Ca_Concentration (ng/m3)","200"
"Ti_Concentration (ng/m3)","8.16"
"V_Concentration (ng/m3)","0.289"
"Cr_Concentration (ng/m3)","0.694"
"Mn_Concentration (ng/m3)","2.35"
"Fe_Concentration (ng/m3)","200"
"Co_Concentration (ng/m3)","0.0225"
"Ni_Concentration (ng/m3)","0.174"
"Cu_Concentration (ng/m3)","5.45"
"Zn_Concentration (ng/m3)","20.9"
"Ga_Concentration (ng/m3)","0.0000286"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.948"
"Se_Concentration (ng/m3)","0.102"
"Br_Concentration (ng/m3)","3.72"
"Sr_Concentration (ng/m3)","1.84"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.00826"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","15.8"
"Ag_Concentration (ng/m3)","0.00368"
"Cd_Concentration (ng/m3)","0.00357"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.000407"
"Sb_Concentration (ng/m3)","1.21"
"Te_Concentration (ng/m3)","0.00642"
"Ba_Concentration (ng/m3)","3.40"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.0000166"
"Pt_Concentration (ng/m3)","0.0000630"
"Hg_Concentration (ng/m3)","0.000180"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","3.40"
"Bi_Concentration (ng/m3)","0"
