"Elements","2-2022"
"Al_Concentration (ng/m3)","346"
"Si_Concentration (ng/m3)","52.5"
"P_Concentration (ng/m3)","0.000813"
"S_Concentration (ng/m3)","179"
"Cl_Concentration (ng/m3)","2130"
"K_Concentration (ng/m3)","78.5"
"Ca_Concentration (ng/m3)","160"
"Ti_Concentration (ng/m3)","4.90"
"V_Concentration (ng/m3)","0.0176"
"Cr_Concentration (ng/m3)","0.187"
"Mn_Concentration (ng/m3)","1.00"
"Fe_Concentration (ng/m3)","126"
"Co_Concentration (ng/m3)","0.0146"
"Ni_Concentration (ng/m3)","0.00705"
"Cu_Concentration (ng/m3)","5.92"
"Zn_Concentration (ng/m3)","7.29"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.780"
"Se_Concentration (ng/m3)","0.0000204"
"Br_Concentration (ng/m3)","4.20"
"Sr_Concentration (ng/m3)","2.28"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","14.6"
"Ag_Concentration (ng/m3)","0.00255"
"Cd_Concentration (ng/m3)","0.00279"
"In_Concentration (ng/m3)","0.000324"
"Sn_Concentration (ng/m3)","0.00107"
"Sb_Concentration (ng/m3)","0.00295"
"Te_Concentration (ng/m3)","0.000495"
"Ba_Concentration (ng/m3)","2.55"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.000185"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.000108"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","0.920"
"Bi_Concentration (ng/m3)","0.0342"
