"Elements","3-2022"
"Al_Concentration (ng/m3)","890"
"Si_Concentration (ng/m3)","859"
"P_Concentration (ng/m3)","0"
"S_Concentration (ng/m3)","544"
"Cl_Concentration (ng/m3)","950"
"K_Concentration (ng/m3)","178"
"Ca_Concentration (ng/m3)","420"
"Ti_Concentration (ng/m3)","20.8"
"V_Concentration (ng/m3)","0.686"
"Cr_Concentration (ng/m3)","1.68"
"Mn_Concentration (ng/m3)","5.89"
"Fe_Concentration (ng/m3)","404"
"Co_Concentration (ng/m3)","0.0440"
"Ni_Concentration (ng/m3)","0.313"
"Cu_Concentration (ng/m3)","9.45"
"Zn_Concentration (ng/m3)","30.8"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","2.56"
"Se_Concentration (ng/m3)","0.225"
"Br_Concentration (ng/m3)","7.69"
"Sr_Concentration (ng/m3)","3.01"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.293"
"Mo_Concentration (ng/m3)","0.0897"
"Pd_Concentration (ng/m3)","13.1"
"Ag_Concentration (ng/m3)","0.222"
"Cd_Concentration (ng/m3)","0.00274"
"In_Concentration (ng/m3)","0.000700"
"Sn_Concentration (ng/m3)","0.00492"
"Sb_Concentration (ng/m3)","0.000563"
"Te_Concentration (ng/m3)","0.00348"
"Ba_Concentration (ng/m3)","6.95"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.000141"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","7.08"
"Bi_Concentration (ng/m3)","0.492"
