"Elements","1-2025"
"Al_Concentration (ng/m3)","1.71"
"Si_Concentration (ng/m3)","2.47"
"P_Concentration (ng/m3)","0.00406"
"S_Concentration (ng/m3)","273"
"Cl_Concentration (ng/m3)","1160"
"K_Concentration (ng/m3)","110"
"Ca_Concentration (ng/m3)","114"
"Ti_Concentration (ng/m3)","2.78"
"V_Concentration (ng/m3)","0.138"
"Cr_Concentration (ng/m3)","1.75"
"Mn_Concentration (ng/m3)","0.693"
"Fe_Concentration (ng/m3)","152"
"Co_Concentration (ng/m3)","0"
"Ni_Concentration (ng/m3)","0.211"
"Cu_Concentration (ng/m3)","6.54"
"Zn_Concentration (ng/m3)","16.1"
"Ga_Concentration (ng/m3)","0.0000154"
"Ge_Concentration (ng/m3)","0.0000327"
"As_Concentration (ng/m3)","2.36"
"Se_Concentration (ng/m3)","0.0988"
"Br_Concentration (ng/m3)","5.53"
"Sr_Concentration (ng/m3)","1.79"
"Y_Concentration (ng/m3)","0.123"
"Zr_Concentration (ng/m3)","0.0921"
"Mo_Concentration (ng/m3)","0.00881"
"Pd_Concentration (ng/m3)","0.283"
"Ag_Concentration (ng/m3)","0.122"
"Cd_Concentration (ng/m3)","0.00151"
"In_Concentration (ng/m3)","0.000273"
"Sn_Concentration (ng/m3)","0.00128"
"Sb_Concentration (ng/m3)","0.00329"
"Te_Concentration (ng/m3)","0.00166"
"Ba_Concentration (ng/m3)","1.84"
"La_Concentration (ng/m3)","0.000144"
"Ce_Concentration (ng/m3)","0.0000337"
"Pt_Concentration (ng/m3)","0.00000756"
"Hg_Concentration (ng/m3)","0.00000709"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","3.92"
"Bi_Concentration (ng/m3)","0.0822"
