"Elements","9-2025"
"Al_Concentration (ng/m3)","4.52"
"Si_Concentration (ng/m3)","19.7"
"P_Concentration (ng/m3)","0.400"
"S_Concentration (ng/m3)","244"
"Cl_Concentration (ng/m3)","1010"
"K_Concentration (ng/m3)","89.2"
"Ca_Concentration (ng/m3)","98.1"
"Ti_Concentration (ng/m3)","4.72"
"V_Concentration (ng/m3)","0.121"
"Cr_Concentration (ng/m3)","1.46"
"Mn_Concentration (ng/m3)","0.993"
"Fe_Concentration (ng/m3)","142"
"Co_Concentration (ng/m3)","0.000208"
"Ni_Concentration (ng/m3)","0.0916"
"Cu_Concentration (ng/m3)","4.33"
"Zn_Concentration (ng/m3)","12.4"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0.0000550"
"As_Concentration (ng/m3)","1.77"
"Se_Concentration (ng/m3)","0.230"
"Br_Concentration (ng/m3)","6.45"
"Sr_Concentration (ng/m3)","0.440"
"Y_Concentration (ng/m3)","0.0179"
"Zr_Concentration (ng/m3)","0.0338"
"Mo_Concentration (ng/m3)","0.0130"
"Pd_Concentration (ng/m3)","0.225"
"Ag_Concentration (ng/m3)","0.000484"
"Cd_Concentration (ng/m3)","0.000102"
"In_Concentration (ng/m3)","0.000440"
"Sn_Concentration (ng/m3)","0.000741"
"Sb_Concentration (ng/m3)","1.31"
"Te_Concentration (ng/m3)","0.00372"
"Ba_Concentration (ng/m3)","1.30"
"La_Concentration (ng/m3)","0.000295"
"Ce_Concentration (ng/m3)","0.000227"
"Pt_Concentration (ng/m3)","0.0000204"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0.0000251"
"Pb_Concentration (ng/m3)","1.43"
"Bi_Concentration (ng/m3)","0"
