"Elements","4-2025"
"Al_Concentration (ng/m3)","0"
"Si_Concentration (ng/m3)","55.0"
"P_Concentration (ng/m3)","0"
"S_Concentration (ng/m3)","429"
"Cl_Concentration (ng/m3)","819"
"K_Concentration (ng/m3)","104"
"Ca_Concentration (ng/m3)","199"
"Ti_Concentration (ng/m3)","6.09"
"V_Concentration (ng/m3)","0.553"
"Cr_Concentration (ng/m3)","1.44"
"Mn_Concentration (ng/m3)","0.729"
"Fe_Concentration (ng/m3)","145"
"Co_Concentration (ng/m3)","0"
"Ni_Concentration (ng/m3)","0.450"
"Cu_Concentration (ng/m3)","2.73"
"Zn_Concentration (ng/m3)","9.64"
"Ga_Concentration (ng/m3)","0.000396"
"Ge_Concentration (ng/m3)","0.000337"
"As_Concentration (ng/m3)","1.34"
"Se_Concentration (ng/m3)","0.143"
"Br_Concentration (ng/m3)","2.87"
"Sr_Concentration (ng/m3)","0.878"
"Y_Concentration (ng/m3)","0.000780"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","0.770"
"Ag_Concentration (ng/m3)","0"
"Cd_Concentration (ng/m3)","0"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0"
"Sb_Concentration (ng/m3)","0"
"Te_Concentration (ng/m3)","0"
"Ba_Concentration (ng/m3)","0.161"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","1.11"
"Bi_Concentration (ng/m3)","0"
