"Elements","1-2020"
"Al_Concentration (ng/m3)","525"
"Si_Concentration (ng/m3)","0.628"
"P_Concentration (ng/m3)","0.263"
"S_Concentration (ng/m3)","160"
"Cl_Concentration (ng/m3)","1950"
"K_Concentration (ng/m3)","61.2"
"Ca_Concentration (ng/m3)","112"
"Ti_Concentration (ng/m3)","1.98"
"V_Concentration (ng/m3)","0.0538"
"Cr_Concentration (ng/m3)","0.120"
"Mn_Concentration (ng/m3)","0.197"
"Fe_Concentration (ng/m3)","91.6"
"Co_Concentration (ng/m3)","0.0303"
"Ni_Concentration (ng/m3)","0.0289"
"Cu_Concentration (ng/m3)","3.58"
"Zn_Concentration (ng/m3)","6.67"
"Ga_Concentration (ng/m3)","0.0000489"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.801"
"Se_Concentration (ng/m3)","0.0446"
"Br_Concentration (ng/m3)","3.88"
"Sr_Concentration (ng/m3)","0.958"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.00527"
"Mo_Concentration (ng/m3)","0.00396"
"Pd_Concentration (ng/m3)","6.17"
"Ag_Concentration (ng/m3)","0.294"
"Cd_Concentration (ng/m3)","0.985"
"In_Concentration (ng/m3)","0.136"
"Sn_Concentration (ng/m3)","4.92"
"Sb_Concentration (ng/m3)","4.18"
"Te_Concentration (ng/m3)","10.0"
"Ba_Concentration (ng/m3)","1.55"
"La_Concentration (ng/m3)","0.00325"
"Ce_Concentration (ng/m3)","0.0231"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.00369"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","1.07"
"Bi_Concentration (ng/m3)","0"
