"Elements","3-2021"
"Al_Concentration (ng/m3)","201"
"Si_Concentration (ng/m3)","354"
"P_Concentration (ng/m3)","0.000647"
"S_Concentration (ng/m3)","564"
"Cl_Concentration (ng/m3)","1680"
"K_Concentration (ng/m3)","117"
"Ca_Concentration (ng/m3)","258"
"Ti_Concentration (ng/m3)","11.3"
"V_Concentration (ng/m3)","0.327"
"Cr_Concentration (ng/m3)","0.658"
"Mn_Concentration (ng/m3)","3.19"
"Fe_Concentration (ng/m3)","214"
"Co_Concentration (ng/m3)","0.0107"
"Ni_Concentration (ng/m3)","0.162"
"Cu_Concentration (ng/m3)","7.02"
"Zn_Concentration (ng/m3)","20.9"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.75"
"Se_Concentration (ng/m3)","0.369"
"Br_Concentration (ng/m3)","8.04"
"Sr_Concentration (ng/m3)","2.63"
"Y_Concentration (ng/m3)","0.00474"
"Zr_Concentration (ng/m3)","0.0283"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","15.3"
"Ag_Concentration (ng/m3)","0.00404"
"Cd_Concentration (ng/m3)","0.00288"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00383"
"Sb_Concentration (ng/m3)","0.00451"
"Te_Concentration (ng/m3)","0.00708"
"Ba_Concentration (ng/m3)","3.42"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.000233"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.0000318"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","4.64"
"Bi_Concentration (ng/m3)","0.469"
