"Elements","3-2025"
"Al_Concentration (ng/m3)","0"
"Si_Concentration (ng/m3)","284"
"P_Concentration (ng/m3)","0.0967"
"S_Concentration (ng/m3)","493"
"Cl_Concentration (ng/m3)","1100"
"K_Concentration (ng/m3)","162"
"Ca_Concentration (ng/m3)","228"
"Ti_Concentration (ng/m3)","9.84"
"V_Concentration (ng/m3)","0.372"
"Cr_Concentration (ng/m3)","2.07"
"Mn_Concentration (ng/m3)","2.59"
"Fe_Concentration (ng/m3)","258"
"Co_Concentration (ng/m3)","0.000100"
"Ni_Concentration (ng/m3)","0.480"
"Cu_Concentration (ng/m3)","6.37"
"Zn_Concentration (ng/m3)","23.6"
"Ga_Concentration (ng/m3)","0.0000315"
"Ge_Concentration (ng/m3)","0.0000706"
"As_Concentration (ng/m3)","2.43"
"Se_Concentration (ng/m3)","0.560"
"Br_Concentration (ng/m3)","8.38"
"Sr_Concentration (ng/m3)","1.97"
"Y_Concentration (ng/m3)","0.0766"
"Zr_Concentration (ng/m3)","0.208"
"Mo_Concentration (ng/m3)","0.0657"
"Pd_Concentration (ng/m3)","0.562"
"Ag_Concentration (ng/m3)","0.00242"
"Cd_Concentration (ng/m3)","0.00133"
"In_Concentration (ng/m3)","0.000300"
"Sn_Concentration (ng/m3)","0.00234"
"Sb_Concentration (ng/m3)","0.302"
"Te_Concentration (ng/m3)","0.00190"
"Ba_Concentration (ng/m3)","2.04"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.0000457"
"Pt_Concentration (ng/m3)","0.0000280"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0.0000115"
"Pb_Concentration (ng/m3)","5.46"
"Bi_Concentration (ng/m3)","0.00835"
