"Elements","12-2024"
"Al_Concentration (ng/m3)","0"
"Si_Concentration (ng/m3)","0.0358"
"P_Concentration (ng/m3)","0.158"
"S_Concentration (ng/m3)","147"
"Cl_Concentration (ng/m3)","1150"
"K_Concentration (ng/m3)","62.0"
"Ca_Concentration (ng/m3)","47.4"
"Ti_Concentration (ng/m3)","1.32"
"V_Concentration (ng/m3)","0.0169"
"Cr_Concentration (ng/m3)","1.38"
"Mn_Concentration (ng/m3)","0.112"
"Fe_Concentration (ng/m3)","91.7"
"Co_Concentration (ng/m3)","0.000126"
"Ni_Concentration (ng/m3)","0.0393"
"Cu_Concentration (ng/m3)","3.18"
"Zn_Concentration (ng/m3)","8.96"
"Ga_Concentration (ng/m3)","0.0000286"
"Ge_Concentration (ng/m3)","0.000134"
"As_Concentration (ng/m3)","1.29"
"Se_Concentration (ng/m3)","0.0000500"
"Br_Concentration (ng/m3)","3.83"
"Sr_Concentration (ng/m3)","0.793"
"Y_Concentration (ng/m3)","0.0146"
"Zr_Concentration (ng/m3)","0.00977"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","0"
"Ag_Concentration (ng/m3)","0.000884"
"Cd_Concentration (ng/m3)","0.000872"
"In_Concentration (ng/m3)","0.000136"
"Sn_Concentration (ng/m3)","0.00179"
"Sb_Concentration (ng/m3)","0.00413"
"Te_Concentration (ng/m3)","0.000902"
"Ba_Concentration (ng/m3)","0.398"
"La_Concentration (ng/m3)","0.0000657"
"Ce_Concentration (ng/m3)","0.000328"
"Pt_Concentration (ng/m3)","0.0000615"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","0.611"
"Bi_Concentration (ng/m3)","0"
