"Elements","3-2023"
"Al_Concentration (ng/m3)","401"
"Si_Concentration (ng/m3)","35.2"
"P_Concentration (ng/m3)","0.00312"
"S_Concentration (ng/m3)","268"
"Cl_Concentration (ng/m3)","1510"
"K_Concentration (ng/m3)","71.9"
"Ca_Concentration (ng/m3)","134"
"Ti_Concentration (ng/m3)","4.54"
"V_Concentration (ng/m3)","0.0210"
"Cr_Concentration (ng/m3)","0.430"
"Mn_Concentration (ng/m3)","1.14"
"Fe_Concentration (ng/m3)","141"
"Co_Concentration (ng/m3)","0.0462"
"Ni_Concentration (ng/m3)","0.110"
"Cu_Concentration (ng/m3)","5.16"
"Zn_Concentration (ng/m3)","9.07"
"Ga_Concentration (ng/m3)","0.0000274"
"Ge_Concentration (ng/m3)","0.0000184"
"As_Concentration (ng/m3)","0.830"
"Se_Concentration (ng/m3)","0.0180"
"Br_Concentration (ng/m3)","3.58"
"Sr_Concentration (ng/m3)","1.96"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0454"
"Mo_Concentration (ng/m3)","0.0351"
"Pd_Concentration (ng/m3)","16.9"
"Ag_Concentration (ng/m3)","0.188"
"Cd_Concentration (ng/m3)","0.00230"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00389"
"Sb_Concentration (ng/m3)","0.00366"
"Te_Concentration (ng/m3)","0.000901"
"Ba_Concentration (ng/m3)","2.82"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.000502"
"Pt_Concentration (ng/m3)","0.0000511"
"Hg_Concentration (ng/m3)","0.000273"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","2.81"
"Bi_Concentration (ng/m3)","0.0124"
