"Elements","1-2023"
"Al_Concentration (ng/m3)","541"
"Si_Concentration (ng/m3)","4.68"
"P_Concentration (ng/m3)","0.00152"
"S_Concentration (ng/m3)","231"
"Cl_Concentration (ng/m3)","1770"
"K_Concentration (ng/m3)","91.5"
"Ca_Concentration (ng/m3)","113"
"Ti_Concentration (ng/m3)","3.23"
"V_Concentration (ng/m3)","0.130"
"Cr_Concentration (ng/m3)","0.576"
"Mn_Concentration (ng/m3)","1.35"
"Fe_Concentration (ng/m3)","165"
"Co_Concentration (ng/m3)","0.398"
"Ni_Concentration (ng/m3)","0.374"
"Cu_Concentration (ng/m3)","8.10"
"Zn_Concentration (ng/m3)","17.6"
"Ga_Concentration (ng/m3)","0.0000607"
"Ge_Concentration (ng/m3)","0.0000186"
"As_Concentration (ng/m3)","1.47"
"Se_Concentration (ng/m3)","0.403"
"Br_Concentration (ng/m3)","5.55"
"Sr_Concentration (ng/m3)","15.7"
"Y_Concentration (ng/m3)","5.92"
"Zr_Concentration (ng/m3)","9.96"
"Mo_Concentration (ng/m3)","17.1"
"Pd_Concentration (ng/m3)","15.1"
"Ag_Concentration (ng/m3)","0.282"
"Cd_Concentration (ng/m3)","0.00387"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00350"
"Sb_Concentration (ng/m3)","0.00261"
"Te_Concentration (ng/m3)","0.00709"
"Ba_Concentration (ng/m3)","3.54"
"La_Concentration (ng/m3)","0.000205"
"Ce_Concentration (ng/m3)","0.000255"
"Pt_Concentration (ng/m3)","0.243"
"Hg_Concentration (ng/m3)","0.293"
"Tl_Concentration (ng/m3)","0.351"
"Pb_Concentration (ng/m3)","7.00"
"Bi_Concentration (ng/m3)","0.655"
