"Elements","1-2026"
"Al_Concentration (ng/m3)","0"
"Si_Concentration (ng/m3)","0.611"
"P_Concentration (ng/m3)","0.00145"
"S_Concentration (ng/m3)","375"
"Cl_Concentration (ng/m3)","1430"
"K_Concentration (ng/m3)","126"
"Ca_Concentration (ng/m3)","95.8"
"Ti_Concentration (ng/m3)","2.26"
"V_Concentration (ng/m3)","0.0751"
"Cr_Concentration (ng/m3)","1.27"
"Mn_Concentration (ng/m3)","0.417"
"Fe_Concentration (ng/m3)","116"
"Co_Concentration (ng/m3)","0.000149"
"Ni_Concentration (ng/m3)","0.0960"
"Cu_Concentration (ng/m3)","3.98"
"Zn_Concentration (ng/m3)","11.4"
"Ga_Concentration (ng/m3)","0.0000230"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","2.17"
"Se_Concentration (ng/m3)","0.264"
"Br_Concentration (ng/m3)","5.31"
"Sr_Concentration (ng/m3)","0.565"
"Y_Concentration (ng/m3)","0.0000430"
"Zr_Concentration (ng/m3)","0.00944"
"Mo_Concentration (ng/m3)","0.113"
"Pd_Concentration (ng/m3)","0.349"
"Ag_Concentration (ng/m3)","0.000547"
"Cd_Concentration (ng/m3)","0.00174"
"In_Concentration (ng/m3)","0.000265"
"Sn_Concentration (ng/m3)","0.000915"
"Sb_Concentration (ng/m3)","0.00359"
"Te_Concentration (ng/m3)","0.00448"
"Ba_Concentration (ng/m3)","1.30"
"La_Concentration (ng/m3)","0.0000365"
"Ce_Concentration (ng/m3)","0.000148"
"Pt_Concentration (ng/m3)","0.0000594"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","2.32"
"Bi_Concentration (ng/m3)","0.0184"
