"Elements","6-2020"
"Al_Concentration (ng/m3)","528"
"Si_Concentration (ng/m3)","133"
"P_Concentration (ng/m3)","0.000504"
"S_Concentration (ng/m3)","469"
"Cl_Concentration (ng/m3)","697"
"K_Concentration (ng/m3)","83.9"
"Ca_Concentration (ng/m3)","188"
"Ti_Concentration (ng/m3)","7.81"
"V_Concentration (ng/m3)","0.192"
"Cr_Concentration (ng/m3)","0.541"
"Mn_Concentration (ng/m3)","2.14"
"Fe_Concentration (ng/m3)","141"
"Co_Concentration (ng/m3)","0.0000671"
"Ni_Concentration (ng/m3)","0.0760"
"Cu_Concentration (ng/m3)","3.78"
"Zn_Concentration (ng/m3)","10.6"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.44"
"Se_Concentration (ng/m3)","0.541"
"Br_Concentration (ng/m3)","3.91"
"Sr_Concentration (ng/m3)","1.16"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","8.36"
"Ag_Concentration (ng/m3)","0.000325"
"Cd_Concentration (ng/m3)","0.00134"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00801"
"Sb_Concentration (ng/m3)","0.000333"
"Te_Concentration (ng/m3)","0.0152"
"Ba_Concentration (ng/m3)","0.955"
"La_Concentration (ng/m3)","0.0000394"
"Ce_Concentration (ng/m3)","0"
"Pt_Concentration (ng/m3)","0.0000211"
"Hg_Concentration (ng/m3)","0.00172"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","1.88"
"Bi_Concentration (ng/m3)","0.0197"
