"Elements","8-2025"
"Al_Concentration (ng/m3)","0"
"Si_Concentration (ng/m3)","39.8"
"P_Concentration (ng/m3)","0.200"
"S_Concentration (ng/m3)","359"
"Cl_Concentration (ng/m3)","1340"
"K_Concentration (ng/m3)","87.2"
"Ca_Concentration (ng/m3)","126"
"Ti_Concentration (ng/m3)","4.80"
"V_Concentration (ng/m3)","0.0170"
"Cr_Concentration (ng/m3)","1.79"
"Mn_Concentration (ng/m3)","0.443"
"Fe_Concentration (ng/m3)","100"
"Co_Concentration (ng/m3)","0.000146"
"Ni_Concentration (ng/m3)","0.0601"
"Cu_Concentration (ng/m3)","2.79"
"Zn_Concentration (ng/m3)","9.13"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0.0000383"
"As_Concentration (ng/m3)","1.17"
"Se_Concentration (ng/m3)","0.0519"
"Br_Concentration (ng/m3)","3.45"
"Sr_Concentration (ng/m3)","0.693"
"Y_Concentration (ng/m3)","0.635"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","0.252"
"Ag_Concentration (ng/m3)","0.110"
"Cd_Concentration (ng/m3)","0.000405"
"In_Concentration (ng/m3)","0.000149"
"Sn_Concentration (ng/m3)","0.00249"
"Sb_Concentration (ng/m3)","0.00364"
"Te_Concentration (ng/m3)","0.00227"
"Ba_Concentration (ng/m3)","0.468"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0"
"Pt_Concentration (ng/m3)","0.000167"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","0.972"
"Bi_Concentration (ng/m3)","0"
