"Elements","8-2021"
"Al_Concentration (ng/m3)","421"
"Si_Concentration (ng/m3)","46.0"
"P_Concentration (ng/m3)","0.524"
"S_Concentration (ng/m3)","441"
"Cl_Concentration (ng/m3)","533"
"K_Concentration (ng/m3)","78.3"
"Ca_Concentration (ng/m3)","149"
"Ti_Concentration (ng/m3)","5.55"
"V_Concentration (ng/m3)","0.101"
"Cr_Concentration (ng/m3)","1.02"
"Mn_Concentration (ng/m3)","1.76"
"Fe_Concentration (ng/m3)","152"
"Co_Concentration (ng/m3)","0.000184"
"Ni_Concentration (ng/m3)","0.129"
"Cu_Concentration (ng/m3)","5.66"
"Zn_Concentration (ng/m3)","10.8"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.22"
"Se_Concentration (ng/m3)","0.212"
"Br_Concentration (ng/m3)","2.96"
"Sr_Concentration (ng/m3)","1.41"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","14.7"
"Ag_Concentration (ng/m3)","0.00464"
"Cd_Concentration (ng/m3)","0.00239"
"In_Concentration (ng/m3)","0.000217"
"Sn_Concentration (ng/m3)","0.00563"
"Sb_Concentration (ng/m3)","0.00609"
"Te_Concentration (ng/m3)","0.0152"
"Ba_Concentration (ng/m3)","2.62"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.000379"
"Pt_Concentration (ng/m3)","0.0000154"
"Hg_Concentration (ng/m3)","0.0000266"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","2.48"
"Bi_Concentration (ng/m3)","0.0452"
