"Elements","5-2023"
"Al_Concentration (ng/m3)","254"
"Si_Concentration (ng/m3)","201"
"P_Concentration (ng/m3)","0.931"
"S_Concentration (ng/m3)","500"
"Cl_Concentration (ng/m3)","770"
"K_Concentration (ng/m3)","91.1"
"Ca_Concentration (ng/m3)","213"
"Ti_Concentration (ng/m3)","9.39"
"V_Concentration (ng/m3)","0.235"
"Cr_Concentration (ng/m3)","0.609"
"Mn_Concentration (ng/m3)","2.62"
"Fe_Concentration (ng/m3)","197"
"Co_Concentration (ng/m3)","0.000185"
"Ni_Concentration (ng/m3)","0.178"
"Cu_Concentration (ng/m3)","5.58"
"Zn_Concentration (ng/m3)","20.5"
"Ga_Concentration (ng/m3)","0.0000169"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.874"
"Se_Concentration (ng/m3)","0.335"
"Br_Concentration (ng/m3)","4.76"
"Sr_Concentration (ng/m3)","2.22"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0498"
"Mo_Concentration (ng/m3)","0.0464"
"Pd_Concentration (ng/m3)","14.6"
"Ag_Concentration (ng/m3)","0.110"
"Cd_Concentration (ng/m3)","0.00160"
"In_Concentration (ng/m3)","0.000157"
"Sn_Concentration (ng/m3)","0.00282"
"Sb_Concentration (ng/m3)","0.000848"
"Te_Concentration (ng/m3)","0.0123"
"Ba_Concentration (ng/m3)","2.84"
"La_Concentration (ng/m3)","0.0266"
"Ce_Concentration (ng/m3)","0.0000456"
"Pt_Concentration (ng/m3)","0.0000341"
"Hg_Concentration (ng/m3)","0.0000277"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","3.90"
"Bi_Concentration (ng/m3)","0"
