"Elements","1-2024"
"Al_Concentration (ng/m3)","449"
"Si_Concentration (ng/m3)","47.2"
"P_Concentration (ng/m3)","0.455"
"S_Concentration (ng/m3)","262"
"Cl_Concentration (ng/m3)","1560"
"K_Concentration (ng/m3)","91.4"
"Ca_Concentration (ng/m3)","108"
"Ti_Concentration (ng/m3)","4.82"
"V_Concentration (ng/m3)","0.0936"
"Cr_Concentration (ng/m3)","0.552"
"Mn_Concentration (ng/m3)","1.37"
"Fe_Concentration (ng/m3)","138"
"Co_Concentration (ng/m3)","0.0131"
"Ni_Concentration (ng/m3)","0.136"
"Cu_Concentration (ng/m3)","6.11"
"Zn_Concentration (ng/m3)","17.4"
"Ga_Concentration (ng/m3)","0.0000275"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.861"
"Se_Concentration (ng/m3)","0.293"
"Br_Concentration (ng/m3)","6.01"
"Sr_Concentration (ng/m3)","2.41"
"Y_Concentration (ng/m3)","0.0000163"
"Zr_Concentration (ng/m3)","0.0460"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","14.6"
"Ag_Concentration (ng/m3)","0.00306"
"Cd_Concentration (ng/m3)","0.00323"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00124"
"Sb_Concentration (ng/m3)","0.00472"
"Te_Concentration (ng/m3)","0.0124"
"Ba_Concentration (ng/m3)","2.80"
"La_Concentration (ng/m3)","0.000247"
"Ce_Concentration (ng/m3)","0.000473"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.000127"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","6.31"
"Bi_Concentration (ng/m3)","0.0519"
