"Elements","10-2021"
"Al_Concentration (ng/m3)","242"
"Si_Concentration (ng/m3)","41.5"
"P_Concentration (ng/m3)","0.00400"
"S_Concentration (ng/m3)","283"
"Cl_Concentration (ng/m3)","930"
"K_Concentration (ng/m3)","80.7"
"Ca_Concentration (ng/m3)","118"
"Ti_Concentration (ng/m3)","5.34"
"V_Concentration (ng/m3)","0.207"
"Cr_Concentration (ng/m3)","0.446"
"Mn_Concentration (ng/m3)","1.52"
"Fe_Concentration (ng/m3)","168"
"Co_Concentration (ng/m3)","0.000126"
"Ni_Concentration (ng/m3)","0.157"
"Cu_Concentration (ng/m3)","6.29"
"Zn_Concentration (ng/m3)","12.8"
"Ga_Concentration (ng/m3)","0.0000249"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.41"
"Se_Concentration (ng/m3)","0.0853"
"Br_Concentration (ng/m3)","3.96"
"Sr_Concentration (ng/m3)","1.69"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0705"
"Mo_Concentration (ng/m3)","0.0247"
"Pd_Concentration (ng/m3)","14.2"
"Ag_Concentration (ng/m3)","0.00341"
"Cd_Concentration (ng/m3)","0.000894"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00213"
"Sb_Concentration (ng/m3)","0.450"
"Te_Concentration (ng/m3)","0.00565"
"Ba_Concentration (ng/m3)","3.45"
"La_Concentration (ng/m3)","0.000120"
"Ce_Concentration (ng/m3)","0.000297"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.000102"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","2.33"
"Bi_Concentration (ng/m3)","0.128"
