"Elements","7-2021"
"Al_Concentration (ng/m3)","314"
"Si_Concentration (ng/m3)","173"
"P_Concentration (ng/m3)","1.20"
"S_Concentration (ng/m3)","607"
"Cl_Concentration (ng/m3)","283"
"K_Concentration (ng/m3)","95.2"
"Ca_Concentration (ng/m3)","231"
"Ti_Concentration (ng/m3)","9.23"
"V_Concentration (ng/m3)","0.323"
"Cr_Concentration (ng/m3)","1.08"
"Mn_Concentration (ng/m3)","3.42"
"Fe_Concentration (ng/m3)","218"
"Co_Concentration (ng/m3)","0.00448"
"Ni_Concentration (ng/m3)","0.196"
"Cu_Concentration (ng/m3)","9.89"
"Zn_Concentration (ng/m3)","31.4"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.73"
"Se_Concentration (ng/m3)","0.816"
"Br_Concentration (ng/m3)","3.42"
"Sr_Concentration (ng/m3)","1.59"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0613"
"Mo_Concentration (ng/m3)","0.0770"
"Pd_Concentration (ng/m3)","13.9"
"Ag_Concentration (ng/m3)","0.268"
"Cd_Concentration (ng/m3)","0.00198"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00189"
"Sb_Concentration (ng/m3)","0.00754"
"Te_Concentration (ng/m3)","0.00375"
"Ba_Concentration (ng/m3)","3.52"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.0000264"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.0000351"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","5.93"
"Bi_Concentration (ng/m3)","3.91"
