"Elements","6-2024"
"Al_Concentration (ng/m3)","341"
"Si_Concentration (ng/m3)","1.46"
"P_Concentration (ng/m3)","0.0000494"
"S_Concentration (ng/m3)","644"
"Cl_Concentration (ng/m3)","336"
"K_Concentration (ng/m3)","48.3"
"Ca_Concentration (ng/m3)","67.5"
"Ti_Concentration (ng/m3)","3.32"
"V_Concentration (ng/m3)","0.0740"
"Cr_Concentration (ng/m3)","0.108"
"Mn_Concentration (ng/m3)","0.566"
"Fe_Concentration (ng/m3)","83.6"
"Co_Concentration (ng/m3)","0.000192"
"Ni_Concentration (ng/m3)","0.102"
"Cu_Concentration (ng/m3)","2.74"
"Zn_Concentration (ng/m3)","7.98"
"Ga_Concentration (ng/m3)","0.00000622"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.385"
"Se_Concentration (ng/m3)","0.519"
"Br_Concentration (ng/m3)","2.37"
"Sr_Concentration (ng/m3)","0.640"
"Y_Concentration (ng/m3)","0.0000141"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0.0141"
"Pd_Concentration (ng/m3)","12.0"
"Ag_Concentration (ng/m3)","0.163"
"Cd_Concentration (ng/m3)","0.00273"
"In_Concentration (ng/m3)","0.000377"
"Sn_Concentration (ng/m3)","0.00240"
"Sb_Concentration (ng/m3)","0.00693"
"Te_Concentration (ng/m3)","0.00246"
"Ba_Concentration (ng/m3)","0.361"
"La_Concentration (ng/m3)","0.0000460"
"Ce_Concentration (ng/m3)","0.000164"
"Pt_Concentration (ng/m3)","0.0000399"
"Hg_Concentration (ng/m3)","0.000284"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","3.36"
"Bi_Concentration (ng/m3)","0.0000222"
