"Elements","3-2026"
"Al_Concentration (ng/m3)","0"
"Si_Concentration (ng/m3)","0"
"P_Concentration (ng/m3)","0"
"S_Concentration (ng/m3)","222"
"Cl_Concentration (ng/m3)","2390"
"K_Concentration (ng/m3)","78.0"
"Ca_Concentration (ng/m3)","123"
"Ti_Concentration (ng/m3)","1.20"
"V_Concentration (ng/m3)","0"
"Cr_Concentration (ng/m3)","1.01"
"Mn_Concentration (ng/m3)","0"
"Fe_Concentration (ng/m3)","33.9"
"Co_Concentration (ng/m3)","0.000514"
"Ni_Concentration (ng/m3)","0"
"Cu_Concentration (ng/m3)","0.782"
"Zn_Concentration (ng/m3)","2.10"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0.000665"
"As_Concentration (ng/m3)","0.869"
"Se_Concentration (ng/m3)","0"
"Br_Concentration (ng/m3)","4.24"
"Sr_Concentration (ng/m3)","0"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","0"
"Ag_Concentration (ng/m3)","0"
"Cd_Concentration (ng/m3)","0"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0"
"Sb_Concentration (ng/m3)","0"
"Te_Concentration (ng/m3)","0"
"Ba_Concentration (ng/m3)","0"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.00139"
"Pt_Concentration (ng/m3)","0.000888"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","3.25"
"Bi_Concentration (ng/m3)","0"
