"Elements","6-2023"
"Al_Concentration (ng/m3)",NA
"Si_Concentration (ng/m3)","291"
"P_Concentration (ng/m3)","0.490"
"S_Concentration (ng/m3)","519"
"Cl_Concentration (ng/m3)","370"
"K_Concentration (ng/m3)","98.2"
"Ca_Concentration (ng/m3)","235"
"Ti_Concentration (ng/m3)","9.94"
"V_Concentration (ng/m3)","0.327"
"Cr_Concentration (ng/m3)","0.886"
"Mn_Concentration (ng/m3)","3.18"
"Fe_Concentration (ng/m3)","203"
"Co_Concentration (ng/m3)","0.0102"
"Ni_Concentration (ng/m3)","0.243"
"Cu_Concentration (ng/m3)","5.71"
"Zn_Concentration (ng/m3)","19.5"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.722"
"Se_Concentration (ng/m3)","0.207"
"Br_Concentration (ng/m3)","3.91"
"Sr_Concentration (ng/m3)","1.75"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0180"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","15.4"
"Ag_Concentration (ng/m3)","0.00211"
"Cd_Concentration (ng/m3)","0.00424"
"In_Concentration (ng/m3)","0.000299"
"Sn_Concentration (ng/m3)","0.00674"
"Sb_Concentration (ng/m3)","0.689"
"Te_Concentration (ng/m3)","0"
"Ba_Concentration (ng/m3)","2.77"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.000203"
"Pt_Concentration (ng/m3)","0.0000221"
"Hg_Concentration (ng/m3)","0.000209"
"Tl_Concentration (ng/m3)","0.00000833"
"Pb_Concentration (ng/m3)","4.81"
"Bi_Concentration (ng/m3)","0"
