"Elements","9-2023"
"Al_Concentration (ng/m3)","592"
"Si_Concentration (ng/m3)","230"
"P_Concentration (ng/m3)","0.00298"
"S_Concentration (ng/m3)","389"
"Cl_Concentration (ng/m3)","896"
"K_Concentration (ng/m3)","110"
"Ca_Concentration (ng/m3)","208"
"Ti_Concentration (ng/m3)","10.0"
"V_Concentration (ng/m3)","0.590"
"Cr_Concentration (ng/m3)","1.61"
"Mn_Concentration (ng/m3)","3.03"
"Fe_Concentration (ng/m3)","258"
"Co_Concentration (ng/m3)","0.0111"
"Ni_Concentration (ng/m3)","0.671"
"Cu_Concentration (ng/m3)","7.09"
"Zn_Concentration (ng/m3)","24.4"
"Ga_Concentration (ng/m3)","0.0000182"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.988"
"Se_Concentration (ng/m3)","0.425"
"Br_Concentration (ng/m3)","4.67"
"Sr_Concentration (ng/m3)","3.68"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.155"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","14.1"
"Ag_Concentration (ng/m3)","0.154"
"Cd_Concentration (ng/m3)","0.00623"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.000476"
"Sb_Concentration (ng/m3)","0.00399"
"Te_Concentration (ng/m3)","0.000326"
"Ba_Concentration (ng/m3)","4.90"
"La_Concentration (ng/m3)","0.000000692"
"Ce_Concentration (ng/m3)","0.000103"
"Pt_Concentration (ng/m3)","0.000179"
"Hg_Concentration (ng/m3)","0.000186"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","4.19"
"Bi_Concentration (ng/m3)","0.00423"
