"Elements","4-2021"
"Al_Concentration (ng/m3)","278"
"Si_Concentration (ng/m3)","663"
"P_Concentration (ng/m3)","0"
"S_Concentration (ng/m3)","558"
"Cl_Concentration (ng/m3)","1290"
"K_Concentration (ng/m3)","139"
"Ca_Concentration (ng/m3)","461"
"Ti_Concentration (ng/m3)","18.3"
"V_Concentration (ng/m3)","0.439"
"Cr_Concentration (ng/m3)","1.27"
"Mn_Concentration (ng/m3)","5.26"
"Fe_Concentration (ng/m3)","342"
"Co_Concentration (ng/m3)","0.000115"
"Ni_Concentration (ng/m3)","0.167"
"Cu_Concentration (ng/m3)","7.55"
"Zn_Concentration (ng/m3)","23.6"
"Ga_Concentration (ng/m3)","0.00000486"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.72"
"Se_Concentration (ng/m3)","0.188"
"Br_Concentration (ng/m3)","5.61"
"Sr_Concentration (ng/m3)","2.71"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0411"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","13.3"
"Ag_Concentration (ng/m3)","0.115"
"Cd_Concentration (ng/m3)","0.00345"
"In_Concentration (ng/m3)","0.000274"
"Sn_Concentration (ng/m3)","0.00453"
"Sb_Concentration (ng/m3)","0.00360"
"Te_Concentration (ng/m3)","0.00831"
"Ba_Concentration (ng/m3)","3.77"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.000203"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.0000886"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","4.48"
"Bi_Concentration (ng/m3)","0.617"
