"Elements","8-2023"
"Al_Concentration (ng/m3)","122"
"Si_Concentration (ng/m3)","43.5"
"P_Concentration (ng/m3)","0.00376"
"S_Concentration (ng/m3)","316"
"Cl_Concentration (ng/m3)","638"
"K_Concentration (ng/m3)","68.4"
"Ca_Concentration (ng/m3)","146"
"Ti_Concentration (ng/m3)","5.01"
"V_Concentration (ng/m3)","0.0794"
"Cr_Concentration (ng/m3)","0.194"
"Mn_Concentration (ng/m3)","1.52"
"Fe_Concentration (ng/m3)","132"
"Co_Concentration (ng/m3)","0.000177"
"Ni_Concentration (ng/m3)","0.0374"
"Cu_Concentration (ng/m3)","4.61"
"Zn_Concentration (ng/m3)","11.2"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.468"
"Se_Concentration (ng/m3)","0.0716"
"Br_Concentration (ng/m3)","2.62"
"Sr_Concentration (ng/m3)","1.53"
"Y_Concentration (ng/m3)","0.0000128"
"Zr_Concentration (ng/m3)","0.0167"
"Mo_Concentration (ng/m3)","0.0000111"
"Pd_Concentration (ng/m3)","14.7"
"Ag_Concentration (ng/m3)","0.00237"
"Cd_Concentration (ng/m3)","0.00309"
"In_Concentration (ng/m3)","0.000546"
"Sn_Concentration (ng/m3)","0.00365"
"Sb_Concentration (ng/m3)","0.00333"
"Te_Concentration (ng/m3)","0.00332"
"Ba_Concentration (ng/m3)","2.01"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.000261"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.0000228"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","3.74"
"Bi_Concentration (ng/m3)","0.00285"
