"Elements","11-2023"
"Al_Concentration (ng/m3)","746"
"Si_Concentration (ng/m3)","12.4"
"P_Concentration (ng/m3)","0.00205"
"S_Concentration (ng/m3)","213"
"Cl_Concentration (ng/m3)","1410"
"K_Concentration (ng/m3)","142"
"Ca_Concentration (ng/m3)","84.8"
"Ti_Concentration (ng/m3)","4.58"
"V_Concentration (ng/m3)","0.0611"
"Cr_Concentration (ng/m3)","0.535"
"Mn_Concentration (ng/m3)","1.54"
"Fe_Concentration (ng/m3)","164"
"Co_Concentration (ng/m3)","0.00659"
"Ni_Concentration (ng/m3)","0.0558"
"Cu_Concentration (ng/m3)","9.61"
"Zn_Concentration (ng/m3)","19.0"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.72"
"Se_Concentration (ng/m3)","0.0538"
"Br_Concentration (ng/m3)","7.39"
"Sr_Concentration (ng/m3)","6.10"
"Y_Concentration (ng/m3)","0.0000170"
"Zr_Concentration (ng/m3)","0.0374"
"Mo_Concentration (ng/m3)","0.111"
"Pd_Concentration (ng/m3)","13.3"
"Ag_Concentration (ng/m3)","0.00491"
"Cd_Concentration (ng/m3)","0.00288"
"In_Concentration (ng/m3)","0.0000987"
"Sn_Concentration (ng/m3)","0.00161"
"Sb_Concentration (ng/m3)","0.00204"
"Te_Concentration (ng/m3)","0.00845"
"Ba_Concentration (ng/m3)","11.3"
"La_Concentration (ng/m3)","0.000168"
"Ce_Concentration (ng/m3)","0.000156"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.0000921"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","8.88"
"Bi_Concentration (ng/m3)","1.05"
