"Elements","4-2024"
"Al_Concentration (ng/m3)","281"
"Si_Concentration (ng/m3)","1.01"
"P_Concentration (ng/m3)","0.00235"
"S_Concentration (ng/m3)","256"
"Cl_Concentration (ng/m3)","1270"
"K_Concentration (ng/m3)","57.7"
"Ca_Concentration (ng/m3)","83.4"
"Ti_Concentration (ng/m3)","3.49"
"V_Concentration (ng/m3)","0.133"
"Cr_Concentration (ng/m3)","0.177"
"Mn_Concentration (ng/m3)","0.802"
"Fe_Concentration (ng/m3)","81.1"
"Co_Concentration (ng/m3)","0.00341"
"Ni_Concentration (ng/m3)","0.0593"
"Cu_Concentration (ng/m3)","2.90"
"Zn_Concentration (ng/m3)","6.89"
"Ga_Concentration (ng/m3)","0.0000208"
"Ge_Concentration (ng/m3)","0.00000727"
"As_Concentration (ng/m3)","0.290"
"Se_Concentration (ng/m3)","0.0489"
"Br_Concentration (ng/m3)","3.36"
"Sr_Concentration (ng/m3)","1.75"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0000200"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","14.1"
"Ag_Concentration (ng/m3)","0.00200"
"Cd_Concentration (ng/m3)","0.00262"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00643"
"Sb_Concentration (ng/m3)","0.00571"
"Te_Concentration (ng/m3)","0.00890"
"Ba_Concentration (ng/m3)","0.446"
"La_Concentration (ng/m3)","0.000155"
"Ce_Concentration (ng/m3)","0.000422"
"Pt_Concentration (ng/m3)","0.0000983"
"Hg_Concentration (ng/m3)","0.000112"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","3.47"
"Bi_Concentration (ng/m3)","0.0105"
