"Elements","10-2023"
"Al_Concentration (ng/m3)","465"
"Si_Concentration (ng/m3)","172"
"P_Concentration (ng/m3)","0.00673"
"S_Concentration (ng/m3)","247"
"Cl_Concentration (ng/m3)","661"
"K_Concentration (ng/m3)","90.7"
"Ca_Concentration (ng/m3)","123"
"Ti_Concentration (ng/m3)","7.73"
"V_Concentration (ng/m3)","0.234"
"Cr_Concentration (ng/m3)","0.662"
"Mn_Concentration (ng/m3)","2.06"
"Fe_Concentration (ng/m3)","203"
"Co_Concentration (ng/m3)","0.00293"
"Ni_Concentration (ng/m3)","0.122"
"Cu_Concentration (ng/m3)","6.04"
"Zn_Concentration (ng/m3)","12.3"
"Ga_Concentration (ng/m3)","0.0000378"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.24"
"Se_Concentration (ng/m3)","0.123"
"Br_Concentration (ng/m3)","4.02"
"Sr_Concentration (ng/m3)","2.38"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0351"
"Mo_Concentration (ng/m3)","0.0124"
"Pd_Concentration (ng/m3)","15.0"
"Ag_Concentration (ng/m3)","0.290"
"Cd_Concentration (ng/m3)","0.00372"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00198"
"Sb_Concentration (ng/m3)","0.00156"
"Te_Concentration (ng/m3)","0.00819"
"Ba_Concentration (ng/m3)","4.68"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.000532"
"Pt_Concentration (ng/m3)","0.0000215"
"Hg_Concentration (ng/m3)","0.0000870"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","4.01"
"Bi_Concentration (ng/m3)","0.0131"
