"Elements","5-2020"
"Al_Concentration (ng/m3)","86.8"
"Si_Concentration (ng/m3)","276"
"P_Concentration (ng/m3)","0.000804"
"S_Concentration (ng/m3)","452"
"Cl_Concentration (ng/m3)","1240"
"K_Concentration (ng/m3)","105"
"Ca_Concentration (ng/m3)","252"
"Ti_Concentration (ng/m3)","9.82"
"V_Concentration (ng/m3)","0.211"
"Cr_Concentration (ng/m3)","0.301"
"Mn_Concentration (ng/m3)","2.08"
"Fe_Concentration (ng/m3)","162"
"Co_Concentration (ng/m3)","0.00498"
"Ni_Concentration (ng/m3)","0.0204"
"Cu_Concentration (ng/m3)","4.17"
"Zn_Concentration (ng/m3)","13.0"
"Ga_Concentration (ng/m3)","0.00000962"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.78"
"Se_Concentration (ng/m3)","0.317"
"Br_Concentration (ng/m3)","5.09"
"Sr_Concentration (ng/m3)","2.08"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0.0887"
"Pd_Concentration (ng/m3)","11.4"
"Ag_Concentration (ng/m3)","0.000248"
"Cd_Concentration (ng/m3)","0.000885"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.0127"
"Sb_Concentration (ng/m3)","0.00113"
"Te_Concentration (ng/m3)","1.50"
"Ba_Concentration (ng/m3)","1.15"
"La_Concentration (ng/m3)","0.0000134"
"Ce_Concentration (ng/m3)","0.000183"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","2.89"
"Bi_Concentration (ng/m3)","0"
