"Elements","9-2022"
"Al_Concentration (ng/m3)","256"
"Si_Concentration (ng/m3)","227"
"P_Concentration (ng/m3)","0.730"
"S_Concentration (ng/m3)","445"
"Cl_Concentration (ng/m3)","910"
"K_Concentration (ng/m3)","123"
"Ca_Concentration (ng/m3)","220"
"Ti_Concentration (ng/m3)","11.8"
"V_Concentration (ng/m3)","0.333"
"Cr_Concentration (ng/m3)","0.879"
"Mn_Concentration (ng/m3)","3.35"
"Fe_Concentration (ng/m3)","257"
"Co_Concentration (ng/m3)","0.00685"
"Ni_Concentration (ng/m3)","0.233"
"Cu_Concentration (ng/m3)","10.2"
"Zn_Concentration (ng/m3)","23.2"
"Ga_Concentration (ng/m3)","0.00000712"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.36"
"Se_Concentration (ng/m3)","0.484"
"Br_Concentration (ng/m3)","4.54"
"Sr_Concentration (ng/m3)","2.11"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0904"
"Mo_Concentration (ng/m3)","0.0210"
"Pd_Concentration (ng/m3)","13.7"
"Ag_Concentration (ng/m3)","0.145"
"Cd_Concentration (ng/m3)","0.00115"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00698"
"Sb_Concentration (ng/m3)","0.000765"
"Te_Concentration (ng/m3)","0.00248"
"Ba_Concentration (ng/m3)","4.55"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","5.53"
"Bi_Concentration (ng/m3)","0.637"
