"Elements","11-2024"
"Al_Concentration (ng/m3)","3.43"
"Si_Concentration (ng/m3)","37.4"
"P_Concentration (ng/m3)","0.380"
"S_Concentration (ng/m3)","435"
"Cl_Concentration (ng/m3)","869"
"K_Concentration (ng/m3)","169"
"Ca_Concentration (ng/m3)","100"
"Ti_Concentration (ng/m3)","6.51"
"V_Concentration (ng/m3)","0.163"
"Cr_Concentration (ng/m3)","1.72"
"Mn_Concentration (ng/m3)","2.75"
"Fe_Concentration (ng/m3)","267"
"Co_Concentration (ng/m3)","0.00681"
"Ni_Concentration (ng/m3)","0.634"
"Cu_Concentration (ng/m3)","11.9"
"Zn_Concentration (ng/m3)","39.1"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0.0000720"
"As_Concentration (ng/m3)","3.78"
"Se_Concentration (ng/m3)","0.0885"
"Br_Concentration (ng/m3)","8.03"
"Sr_Concentration (ng/m3)","4.44"
"Y_Concentration (ng/m3)","0.0159"
"Zr_Concentration (ng/m3)","0.107"
"Mo_Concentration (ng/m3)","0.124"
"Pd_Concentration (ng/m3)","0"
"Ag_Concentration (ng/m3)","0.000456"
"Cd_Concentration (ng/m3)","0.000337"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.0000427"
"Sb_Concentration (ng/m3)","0.000924"
"Te_Concentration (ng/m3)","0"
"Ba_Concentration (ng/m3)","6.42"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0.0000171"
"Pb_Concentration (ng/m3)","9.65"
"Bi_Concentration (ng/m3)","0.636"
