"Elements","5-2021"
"Al_Concentration (ng/m3)","250"
"Si_Concentration (ng/m3)","25.9"
"P_Concentration (ng/m3)","1.63"
"S_Concentration (ng/m3)","350"
"Cl_Concentration (ng/m3)","633"
"K_Concentration (ng/m3)","59.4"
"Ca_Concentration (ng/m3)","125"
"Ti_Concentration (ng/m3)","5.22"
"V_Concentration (ng/m3)","0.192"
"Cr_Concentration (ng/m3)","0.315"
"Mn_Concentration (ng/m3)","1.21"
"Fe_Concentration (ng/m3)","131"
"Co_Concentration (ng/m3)","0.000148"
"Ni_Concentration (ng/m3)","0.0529"
"Cu_Concentration (ng/m3)","5.44"
"Zn_Concentration (ng/m3)","16.8"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.31"
"Se_Concentration (ng/m3)","0.278"
"Br_Concentration (ng/m3)","3.93"
"Sr_Concentration (ng/m3)","1.20"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","13.9"
"Ag_Concentration (ng/m3)","0.0799"
"Cd_Concentration (ng/m3)","0.00288"
"In_Concentration (ng/m3)","0.000739"
"Sn_Concentration (ng/m3)","0.00891"
"Sb_Concentration (ng/m3)","0.00742"
"Te_Concentration (ng/m3)","0.00542"
"Ba_Concentration (ng/m3)","2.52"
"La_Concentration (ng/m3)","0.00716"
"Ce_Concentration (ng/m3)","0.000114"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.000126"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","1.98"
"Bi_Concentration (ng/m3)","1.58"
