"Elements","2-2025"
"Al_Concentration (ng/m3)","0"
"Si_Concentration (ng/m3)","7.27"
"P_Concentration (ng/m3)","0.491"
"S_Concentration (ng/m3)","648"
"Cl_Concentration (ng/m3)","1460"
"K_Concentration (ng/m3)","149"
"Ca_Concentration (ng/m3)","115"
"Ti_Concentration (ng/m3)","3.87"
"V_Concentration (ng/m3)","0.0543"
"Cr_Concentration (ng/m3)","1.61"
"Mn_Concentration (ng/m3)","1.24"
"Fe_Concentration (ng/m3)","152"
"Co_Concentration (ng/m3)","0.000134"
"Ni_Concentration (ng/m3)","0.251"
"Cu_Concentration (ng/m3)","4.81"
"Zn_Concentration (ng/m3)","18.6"
"Ga_Concentration (ng/m3)","0.00000793"
"Ge_Concentration (ng/m3)","0.0000911"
"As_Concentration (ng/m3)","2.02"
"Se_Concentration (ng/m3)","0.255"
"Br_Concentration (ng/m3)","6.04"
"Sr_Concentration (ng/m3)","1.19"
"Y_Concentration (ng/m3)","0.0121"
"Zr_Concentration (ng/m3)","0.0200"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","0.430"
"Ag_Concentration (ng/m3)","0.000624"
"Cd_Concentration (ng/m3)","0.000316"
"In_Concentration (ng/m3)","0.000340"
"Sn_Concentration (ng/m3)","0.00167"
"Sb_Concentration (ng/m3)","0.00234"
"Te_Concentration (ng/m3)","0.00477"
"Ba_Concentration (ng/m3)","0.790"
"La_Concentration (ng/m3)","0.0000823"
"Ce_Concentration (ng/m3)","0"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.00000150"
"Tl_Concentration (ng/m3)","0.0000619"
"Pb_Concentration (ng/m3)","2.95"
"Bi_Concentration (ng/m3)","0.0208"
