"Elements","2-2024"
"Al_Concentration (ng/m3)","315"
"Si_Concentration (ng/m3)","159"
"P_Concentration (ng/m3)","0.000639"
"S_Concentration (ng/m3)","185"
"Cl_Concentration (ng/m3)","1120"
"K_Concentration (ng/m3)","73.5"
"Ca_Concentration (ng/m3)","78.4"
"Ti_Concentration (ng/m3)","5.91"
"V_Concentration (ng/m3)","0.0754"
"Cr_Concentration (ng/m3)","0.165"
"Mn_Concentration (ng/m3)","0.888"
"Fe_Concentration (ng/m3)","118"
"Co_Concentration (ng/m3)","0.00363"
"Ni_Concentration (ng/m3)","0.0453"
"Cu_Concentration (ng/m3)","4.19"
"Zn_Concentration (ng/m3)","7.22"
"Ga_Concentration (ng/m3)","0.0000672"
"Ge_Concentration (ng/m3)","0.0000103"
"As_Concentration (ng/m3)","0.640"
"Se_Concentration (ng/m3)","0.0230"
"Br_Concentration (ng/m3)","4.54"
"Sr_Concentration (ng/m3)","2.53"
"Y_Concentration (ng/m3)","0.0000118"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0.0273"
"Pd_Concentration (ng/m3)","14.7"
"Ag_Concentration (ng/m3)","0.00184"
"Cd_Concentration (ng/m3)","0.00152"
"In_Concentration (ng/m3)","0.000420"
"Sn_Concentration (ng/m3)","0.00409"
"Sb_Concentration (ng/m3)","0.00342"
"Te_Concentration (ng/m3)","0.00997"
"Ba_Concentration (ng/m3)","2.04"
"La_Concentration (ng/m3)","0.0000178"
"Ce_Concentration (ng/m3)","0.000410"
"Pt_Concentration (ng/m3)","0.0000330"
"Hg_Concentration (ng/m3)","0.000189"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","3.51"
"Bi_Concentration (ng/m3)","0.00621"
