"Elements","12-2023"
"Al_Concentration (ng/m3)","667"
"Si_Concentration (ng/m3)","3.92"
"P_Concentration (ng/m3)","0.00372"
"S_Concentration (ng/m3)","220"
"Cl_Concentration (ng/m3)","1590"
"K_Concentration (ng/m3)","68.9"
"Ca_Concentration (ng/m3)","70.6"
"Ti_Concentration (ng/m3)","2.42"
"V_Concentration (ng/m3)","0.0120"
"Cr_Concentration (ng/m3)","0.373"
"Mn_Concentration (ng/m3)","0.937"
"Fe_Concentration (ng/m3)","98.6"
"Co_Concentration (ng/m3)","0.00366"
"Ni_Concentration (ng/m3)","0.132"
"Cu_Concentration (ng/m3)","4.60"
"Zn_Concentration (ng/m3)","11.2"
"Ga_Concentration (ng/m3)","0.0000740"
"Ge_Concentration (ng/m3)","0.0000178"
"As_Concentration (ng/m3)","0.598"
"Se_Concentration (ng/m3)","0.116"
"Br_Concentration (ng/m3)","5.05"
"Sr_Concentration (ng/m3)","1.68"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0527"
"Mo_Concentration (ng/m3)","0.0000132"
"Pd_Concentration (ng/m3)","14.5"
"Ag_Concentration (ng/m3)","0.110"
"Cd_Concentration (ng/m3)","0.00337"
"In_Concentration (ng/m3)","0.000271"
"Sn_Concentration (ng/m3)","0.00291"
"Sb_Concentration (ng/m3)","0.00552"
"Te_Concentration (ng/m3)","0.00744"
"Ba_Concentration (ng/m3)","1.97"
"La_Concentration (ng/m3)","0.000727"
"Ce_Concentration (ng/m3)","0.000332"
"Pt_Concentration (ng/m3)","0.0000357"
"Hg_Concentration (ng/m3)","0.000178"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","5.05"
"Bi_Concentration (ng/m3)","0.0000390"
