"Elements","12-2022"
"Al_Concentration (ng/m3)","700"
"Si_Concentration (ng/m3)","7.92"
"P_Concentration (ng/m3)","0.170"
"S_Concentration (ng/m3)","359"
"Cl_Concentration (ng/m3)","1280"
"K_Concentration (ng/m3)","108"
"Ca_Concentration (ng/m3)","98.5"
"Ti_Concentration (ng/m3)","3.97"
"V_Concentration (ng/m3)","0.0800"
"Cr_Concentration (ng/m3)","0.777"
"Mn_Concentration (ng/m3)","1.78"
"Fe_Concentration (ng/m3)","177"
"Co_Concentration (ng/m3)","0.0000226"
"Ni_Concentration (ng/m3)","0.152"
"Cu_Concentration (ng/m3)","8.97"
"Zn_Concentration (ng/m3)","23.7"
"Ga_Concentration (ng/m3)","0.0000829"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.74"
"Se_Concentration (ng/m3)","0.183"
"Br_Concentration (ng/m3)","5.66"
"Sr_Concentration (ng/m3)","1.71"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0591"
"Mo_Concentration (ng/m3)","0.0537"
"Pd_Concentration (ng/m3)","14.2"
"Ag_Concentration (ng/m3)","0.112"
"Cd_Concentration (ng/m3)","0.00280"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00348"
"Sb_Concentration (ng/m3)","0.00178"
"Te_Concentration (ng/m3)","0.00669"
"Ba_Concentration (ng/m3)","4.26"
"La_Concentration (ng/m3)","0.0000914"
"Ce_Concentration (ng/m3)","0.000120"
"Pt_Concentration (ng/m3)","0.0000439"
"Hg_Concentration (ng/m3)","0.00000868"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","7.95"
"Bi_Concentration (ng/m3)","0.0230"
