"Elements","2-2020"
"Al_Concentration (ng/m3)","625"
"Si_Concentration (ng/m3)","3.52"
"P_Concentration (ng/m3)","0.0912"
"S_Concentration (ng/m3)","217"
"Cl_Concentration (ng/m3)","3350"
"K_Concentration (ng/m3)","77.9"
"Ca_Concentration (ng/m3)","120"
"Ti_Concentration (ng/m3)","2.06"
"V_Concentration (ng/m3)","0.0770"
"Cr_Concentration (ng/m3)","0.156"
"Mn_Concentration (ng/m3)","0.415"
"Fe_Concentration (ng/m3)","84.0"
"Co_Concentration (ng/m3)","0.0319"
"Ni_Concentration (ng/m3)","0.0263"
"Cu_Concentration (ng/m3)","3.59"
"Zn_Concentration (ng/m3)","5.27"
"Ga_Concentration (ng/m3)","0.000724"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.591"
"Se_Concentration (ng/m3)","0.0280"
"Br_Concentration (ng/m3)","6.71"
"Sr_Concentration (ng/m3)","1.39"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0125"
"Mo_Concentration (ng/m3)","0.0111"
"Pd_Concentration (ng/m3)","7.01"
"Ag_Concentration (ng/m3)","0.152"
"Cd_Concentration (ng/m3)","1.01"
"In_Concentration (ng/m3)","0.117"
"Sn_Concentration (ng/m3)","5.91"
"Sb_Concentration (ng/m3)","4.34"
"Te_Concentration (ng/m3)","10.8"
"Ba_Concentration (ng/m3)","0.718"
"La_Concentration (ng/m3)","0.00423"
"Ce_Concentration (ng/m3)","0.0237"
"Pt_Concentration (ng/m3)","0.000199"
"Hg_Concentration (ng/m3)","0.00237"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","1.56"
"Bi_Concentration (ng/m3)","0.000301"
