"Elements","3-2019"
"Al_Concentration (ng/m3)","433"
"Si_Concentration (ng/m3)","1.09"
"P_Concentration (ng/m3)","0.397"
"S_Concentration (ng/m3)","51.2"
"Cl_Concentration (ng/m3)","629"
"K_Concentration (ng/m3)","22.1"
"Ca_Concentration (ng/m3)","33.5"
"Ti_Concentration (ng/m3)","1.08"
"V_Concentration (ng/m3)","0.0691"
"Cr_Concentration (ng/m3)","0.00627"
"Mn_Concentration (ng/m3)","0.142"
"Fe_Concentration (ng/m3)","6.39"
"Co_Concentration (ng/m3)","0.0263"
"Ni_Concentration (ng/m3)","0.00550"
"Cu_Concentration (ng/m3)","1.44"
"Zn_Concentration (ng/m3)","1.65"
"Ga_Concentration (ng/m3)","0.00201"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.179"
"Se_Concentration (ng/m3)","0.00707"
"Br_Concentration (ng/m3)","1.11"
"Sr_Concentration (ng/m3)","0.365"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","5.60"
"Ag_Concentration (ng/m3)","0.145"
"Cd_Concentration (ng/m3)","0.909"
"In_Concentration (ng/m3)","0.234"
"Sn_Concentration (ng/m3)","4.50"
"Sb_Concentration (ng/m3)","4.24"
"Te_Concentration (ng/m3)","10.0"
"Ba_Concentration (ng/m3)","0.0529"
"La_Concentration (ng/m3)","0.0273"
"Ce_Concentration (ng/m3)","0.0143"
"Pt_Concentration (ng/m3)","0.00300"
"Hg_Concentration (ng/m3)","0.0150"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","0.00148"
"Bi_Concentration (ng/m3)","0"
