"Elements","11-2021"
"Al_Concentration (ng/m3)","608"
"Si_Concentration (ng/m3)","16.9"
"P_Concentration (ng/m3)","0.160"
"S_Concentration (ng/m3)","261"
"Cl_Concentration (ng/m3)","1270"
"K_Concentration (ng/m3)","116"
"Ca_Concentration (ng/m3)","122"
"Ti_Concentration (ng/m3)","4.86"
"V_Concentration (ng/m3)","0.00457"
"Cr_Concentration (ng/m3)","0.667"
"Mn_Concentration (ng/m3)","1.94"
"Fe_Concentration (ng/m3)","205"
"Co_Concentration (ng/m3)","0.0170"
"Ni_Concentration (ng/m3)","0.0353"
"Cu_Concentration (ng/m3)","9.74"
"Zn_Concentration (ng/m3)","24.9"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","2.19"
"Se_Concentration (ng/m3)","0.168"
"Br_Concentration (ng/m3)","4.71"
"Sr_Concentration (ng/m3)","3.83"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0271"
"Mo_Concentration (ng/m3)","0.0209"
"Pd_Concentration (ng/m3)","13.9"
"Ag_Concentration (ng/m3)","0.329"
"Cd_Concentration (ng/m3)","0.00277"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.000958"
"Sb_Concentration (ng/m3)","0.00274"
"Te_Concentration (ng/m3)","0.0145"
"Ba_Concentration (ng/m3)","7.47"
"La_Concentration (ng/m3)","0.000138"
"Ce_Concentration (ng/m3)","0"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.0000945"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","4.71"
"Bi_Concentration (ng/m3)","1.42"
