"Elements","2-2021"
"Al_Concentration (ng/m3)","375"
"Si_Concentration (ng/m3)","463"
"P_Concentration (ng/m3)","0"
"S_Concentration (ng/m3)","279"
"Cl_Concentration (ng/m3)","2140"
"K_Concentration (ng/m3)","148"
"Ca_Concentration (ng/m3)","248"
"Ti_Concentration (ng/m3)","12.5"
"V_Concentration (ng/m3)","0.390"
"Cr_Concentration (ng/m3)","0.548"
"Mn_Concentration (ng/m3)","2.70"
"Fe_Concentration (ng/m3)","236"
"Co_Concentration (ng/m3)","0.0000715"
"Ni_Concentration (ng/m3)","0.0579"
"Cu_Concentration (ng/m3)","8.86"
"Zn_Concentration (ng/m3)","15.9"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","2.48"
"Se_Concentration (ng/m3)","0.0726"
"Br_Concentration (ng/m3)","9.23"
"Sr_Concentration (ng/m3)","2.84"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0287"
"Mo_Concentration (ng/m3)","0.0349"
"Pd_Concentration (ng/m3)","14.6"
"Ag_Concentration (ng/m3)","0.000472"
"Cd_Concentration (ng/m3)","0.00242"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00118"
"Sb_Concentration (ng/m3)","0.00658"
"Te_Concentration (ng/m3)","0.00987"
"Ba_Concentration (ng/m3)","6.06"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.000199"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.000103"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","6.53"
"Bi_Concentration (ng/m3)","0.0422"
