"Elements","7-2025"
"Al_Concentration (ng/m3)","0"
"Si_Concentration (ng/m3)","44.6"
"P_Concentration (ng/m3)","0.458"
"S_Concentration (ng/m3)","751"
"Cl_Concentration (ng/m3)","442"
"K_Concentration (ng/m3)","70.5"
"Ca_Concentration (ng/m3)","94.7"
"Ti_Concentration (ng/m3)","6.00"
"V_Concentration (ng/m3)","0.0585"
"Cr_Concentration (ng/m3)","1.23"
"Mn_Concentration (ng/m3)","0.613"
"Fe_Concentration (ng/m3)","114"
"Co_Concentration (ng/m3)","0.000185"
"Ni_Concentration (ng/m3)","0.112"
"Cu_Concentration (ng/m3)","3.55"
"Zn_Concentration (ng/m3)","15.0"
"Ga_Concentration (ng/m3)","0.000118"
"Ge_Concentration (ng/m3)","0.0000675"
"As_Concentration (ng/m3)","1.34"
"Se_Concentration (ng/m3)","0.330"
"Br_Concentration (ng/m3)","2.43"
"Sr_Concentration (ng/m3)","0.233"
"Y_Concentration (ng/m3)","0.643"
"Zr_Concentration (ng/m3)","0.00668"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","0.0705"
"Ag_Concentration (ng/m3)","0.00104"
"Cd_Concentration (ng/m3)","0.00172"
"In_Concentration (ng/m3)","0.000478"
"Sn_Concentration (ng/m3)","0.00156"
"Sb_Concentration (ng/m3)","0.00385"
"Te_Concentration (ng/m3)","0.00139"
"Ba_Concentration (ng/m3)","0.276"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.000105"
"Pt_Concentration (ng/m3)","0.0000620"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0.000142"
"Pb_Concentration (ng/m3)","2.01"
"Bi_Concentration (ng/m3)","0"
