"Elements","6-2021"
"Al_Concentration (ng/m3)","95.0"
"Si_Concentration (ng/m3)","279"
"P_Concentration (ng/m3)","0"
"S_Concentration (ng/m3)","610"
"Cl_Concentration (ng/m3)","207"
"K_Concentration (ng/m3)","89.1"
"Ca_Concentration (ng/m3)","251"
"Ti_Concentration (ng/m3)","10.7"
"V_Concentration (ng/m3)","0.275"
"Cr_Concentration (ng/m3)","1.14"
"Mn_Concentration (ng/m3)","3.57"
"Fe_Concentration (ng/m3)","228"
"Co_Concentration (ng/m3)","0.0222"
"Ni_Concentration (ng/m3)","0.137"
"Cu_Concentration (ng/m3)","6.05"
"Zn_Concentration (ng/m3)","21.4"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.51"
"Se_Concentration (ng/m3)","0.507"
"Br_Concentration (ng/m3)","3.17"
"Sr_Concentration (ng/m3)","1.34"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0.0430"
"Pd_Concentration (ng/m3)","14.3"
"Ag_Concentration (ng/m3)","0.111"
"Cd_Concentration (ng/m3)","0.00649"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00453"
"Sb_Concentration (ng/m3)","0.00447"
"Te_Concentration (ng/m3)","0.00619"
"Ba_Concentration (ng/m3)","2.98"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.000298"
"Pt_Concentration (ng/m3)","0.0000277"
"Hg_Concentration (ng/m3)","0.0000201"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","3.19"
"Bi_Concentration (ng/m3)","1.42"
