"Elements","4-2022"
"Al_Concentration (ng/m3)","173"
"Si_Concentration (ng/m3)","599"
"P_Concentration (ng/m3)","0.426"
"S_Concentration (ng/m3)","743"
"Cl_Concentration (ng/m3)","1050"
"K_Concentration (ng/m3)","154"
"Ca_Concentration (ng/m3)","424"
"Ti_Concentration (ng/m3)","15.6"
"V_Concentration (ng/m3)","1.19"
"Cr_Concentration (ng/m3)","1.29"
"Mn_Concentration (ng/m3)","4.89"
"Fe_Concentration (ng/m3)","338"
"Co_Concentration (ng/m3)","0.00417"
"Ni_Concentration (ng/m3)","0.843"
"Cu_Concentration (ng/m3)","7.85"
"Zn_Concentration (ng/m3)","22.4"
"Ga_Concentration (ng/m3)","0.0000323"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.65"
"Se_Concentration (ng/m3)","0.429"
"Br_Concentration (ng/m3)","6.75"
"Sr_Concentration (ng/m3)","2.43"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","15.1"
"Ag_Concentration (ng/m3)","0.00269"
"Cd_Concentration (ng/m3)","0.00422"
"In_Concentration (ng/m3)","0.000258"
"Sn_Concentration (ng/m3)","0.00136"
"Sb_Concentration (ng/m3)","0.00287"
"Te_Concentration (ng/m3)","0.0127"
"Ba_Concentration (ng/m3)","4.39"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.000162"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","6.56"
"Bi_Concentration (ng/m3)","0.549"
