"datetime","pbl","pbs","cbh","ttc","sci"
2024-01-17 00:00:05,410,2,-1,3,0
2024-01-17 00:00:20,410,2,-1,3,0
2024-01-17 00:00:35,410,2,-1,3,0
2024-01-17 00:00:50,410,2,-1,3,0
2024-01-17 00:01:05,410,2,-1,3,0
2024-01-17 00:01:20,410,2,-1,3,0
2024-01-17 00:01:35,410,2,-1,3,0
2024-01-17 00:01:50,410,2,-1,3,0
2024-01-17 00:02:05,410,2,-1,3,0
2024-01-17 00:02:20,410,2,-1,3,0
2024-01-17 00:02:35,425,2,-1,3,0
2024-01-17 00:02:50,425,2,-1,3,0
2024-01-17 00:03:05,425,2,-1,3,0
2024-01-17 00:03:20,425,2,-1,3,0
2024-01-17 00:03:35,425,2,-1,3,0
2024-01-17 00:03:50,425,2,-1,3,0
2024-01-17 00:04:05,425,2,-1,3,0
2024-01-17 00:04:20,425,2,-1,3,0
2024-01-17 00:04:35,425,2,-1,3,0
2024-01-17 00:04:50,440,2,-1,3,0
2024-01-17 00:05:05,440,2,-1,3,0
2024-01-17 00:05:20,440,2,-1,3,0
2024-01-17 00:05:35,440,2,-1,3,0
2024-01-17 00:05:50,440,2,-1,3,0
2024-01-17 00:06:05,440,1,-1,3,0
2024-01-17 00:06:20,440,1,-1,3,0
2024-01-17 00:06:35,440,1,-1,3,0
2024-01-17 00:06:50,455,1,-1,3,0
2024-01-17 00:07:05,455,1,-1,3,0
2024-01-17 00:07:20,455,1,-1,2,0
2024-01-17 00:07:35,455,1,-1,2,0
2024-01-17 00:07:50,455,1,-1,2,0
2024-01-17 00:08:05,455,1,-1,2,0
2024-01-17 00:08:20,455,1,-1,2,0
2024-01-17 00:08:35,455,1,-1,2,0
2024-01-17 00:08:50,455,1,-1,2,0
2024-01-17 00:09:05,455,1,-1,2,0
2024-01-17 00:09:20,455,1,-1,2,0
2024-01-17 00:09:35,455,1,-1,2,0
2024-01-17 00:09:50,455,1,-1,2,0
2024-01-17 00:10:05,455,1,-1,2,0
2024-01-17 00:10:20,455,1,-1,2,0
2024-01-17 00:10:35,455,1,-1,2,0
2024-01-17 00:10:50,470,1,-1,2,0
2024-01-17 00:11:05,470,1,-1,2,0
2024-01-17 00:11:20,470,1,-1,2,0
2024-01-17 00:11:35,470,1,-1,2,0
2024-01-17 00:11:50,470,1,-1,2,0
2024-01-17 00:12:05,485,2,-1,2,0
2024-01-17 00:12:20,485,2,-1,2,0
2024-01-17 00:12:35,485,2,-1,2,0
2024-01-17 00:12:50,485,1,-1,2,0
2024-01-17 00:13:05,500,1,-1,2,0
2024-01-17 00:13:20,500,1,-1,2,0
2024-01-17 00:13:35,500,1,-1,2,0
2024-01-17 00:13:50,500,1,-1,2,0
2024-01-17 00:14:05,514,1,-1,2,0
2024-01-17 00:14:20,514,1,-1,2,0
2024-01-17 00:14:35,514,1,-1,2,0
2024-01-17 00:14:50,514,1,-1,2,0
2024-01-17 00:15:05,529,1,-1,2,0
2024-01-17 00:15:20,529,1,-1,2,0
2024-01-17 00:15:35,529,1,-1,2,0
2024-01-17 00:15:50,544,1,-1,2,0
2024-01-17 00:16:05,544,1,-1,2,0
2024-01-17 00:16:20,544,1,-1,2,0
2024-01-17 00:16:35,544,1,-1,2,0
2024-01-17 00:16:50,544,1,-1,2,0
2024-01-17 00:17:05,544,1,-1,2,0
2024-01-17 00:17:20,544,1,-1,2,0
2024-01-17 00:17:35,544,1,-1,2,0
2024-01-17 00:17:50,544,1,-1,2,0
2024-01-17 00:18:05,544,1,-1,2,0
2024-01-17 00:18:20,544,1,-1,2,0
2024-01-17 00:18:35,559,1,-1,2,0
2024-01-17 00:18:50,559,1,-1,2,0
2024-01-17 00:19:05,559,1,-1,2,0
2024-01-17 00:19:20,559,1,-1,2,0
2024-01-17 00:19:35,544,1,-1,2,0
2024-01-17 00:19:50,544,1,-1,2,0
2024-01-17 00:20:05,544,2,-1,2,0
2024-01-17 00:20:20,544,2,-1,2,0
2024-01-17 00:20:35,544,2,-1,2,0
2024-01-17 00:20:50,529,2,-1,2,0
2024-01-17 00:21:05,529,2,-1,2,0
2024-01-17 00:21:20,529,2,-1,2,0
2024-01-17 00:21:35,514,2,-1,2,0
2024-01-17 00:21:50,514,2,-1,2,0
2024-01-17 00:22:05,514,2,-1,2,0
2024-01-17 00:22:20,514,2,-1,2,0
2024-01-17 00:22:35,514,2,-1,2,0
2024-01-17 00:22:50,500,2,-1,2,0
2024-01-17 00:23:05,500,2,-1,2,0
2024-01-17 00:23:20,500,2,-1,2,0
2024-01-17 00:23:35,500,2,-1,2,0
2024-01-17 00:23:50,500,2,-1,2,0
2024-01-17 00:24:05,500,2,-1,2,0
2024-01-17 00:24:20,500,2,-1,2,0
2024-01-17 00:24:35,500,2,-1,2,0
2024-01-17 00:24:50,500,2,-1,2,0
2024-01-17 00:25:05,500,2,-1,2,0
2024-01-17 00:25:20,500,2,-1,2,0
2024-01-17 00:25:35,500,2,-1,2,0
2024-01-17 00:25:50,500,2,-1,2,0
2024-01-17 00:26:05,500,2,-1,2,0
2024-01-17 00:26:20,500,2,-1,2,0
2024-01-17 00:26:35,500,2,-1,2,0
2024-01-17 00:26:50,500,2,-1,2,0
2024-01-17 00:27:05,500,2,-1,2,0
2024-01-17 00:27:20,500,2,-1,2,0
2024-01-17 00:27:35,500,2,-1,2,0
2024-01-17 00:27:50,500,2,-1,2,0
2024-01-17 00:28:05,500,2,-1,2,0
2024-01-17 00:28:20,500,2,-1,2,0
2024-01-17 00:28:35,514,2,-1,2,0
2024-01-17 00:28:50,514,2,-1,2,0
2024-01-17 00:29:05,514,2,-1,2,0
2024-01-17 00:29:20,514,2,-1,2,0
2024-01-17 00:29:35,514,2,-1,2,0
2024-01-17 00:29:50,514,2,-1,2,0
2024-01-17 00:30:05,514,1,-1,2,0
2024-01-17 00:30:20,514,1,-1,2,0
2024-01-17 00:30:35,514,1,-1,2,0
2024-01-17 00:30:50,514,1,-1,2,0
2024-01-17 00:31:05,514,1,-1,2,0
2024-01-17 00:31:20,514,1,-1,2,0
2024-01-17 00:31:35,514,1,-1,2,0
2024-01-17 00:31:50,514,1,-1,2,0
2024-01-17 00:32:05,514,1,-1,2,0
2024-01-17 00:32:20,514,1,-1,2,0
2024-01-17 00:32:35,514,1,-1,2,0
2024-01-17 00:32:50,514,1,-1,2,0
2024-01-17 00:33:05,514,1,-1,2,0
2024-01-17 00:33:20,500,1,-1,2,0
2024-01-17 00:33:35,500,1,-1,2,0
2024-01-17 00:33:50,500,1,-1,2,0
2024-01-17 00:34:05,500,1,-1,2,0
2024-01-17 00:34:20,500,1,-1,2,0
2024-01-17 00:34:35,500,1,-1,2,0
2024-01-17 00:34:50,500,1,-1,2,0
2024-01-17 00:35:05,500,1,-1,2,0
2024-01-17 00:35:20,500,1,-1,2,0
2024-01-17 00:35:35,500,1,-1,2,0
2024-01-17 00:35:50,500,1,-1,2,0
2024-01-17 00:36:05,500,1,-1,2,0
2024-01-17 00:36:20,500,1,-1,2,0
