"datetime","pbl","pbs","cbh","ttc","sci"
2024-01-18 00:00:05,410,2,-1,0,0
2024-01-18 00:00:20,410,2,-1,0,0
2024-01-18 00:00:35,410,2,-1,0,0
2024-01-18 00:00:50,410,2,-1,0,0
2024-01-18 00:01:05,410,2,-1,0,0
2024-01-18 00:01:20,410,2,-1,0,0
2024-01-18 00:01:35,410,2,-1,0,0
2024-01-18 00:01:50,395,2,-1,0,0
2024-01-18 00:02:05,395,2,-1,0,0
2024-01-18 00:02:20,395,2,-1,0,0
2024-01-18 00:02:35,380,2,-1,0,0
2024-01-18 00:02:50,380,2,-1,0,0
2024-01-18 00:03:05,380,2,-1,0,0
2024-01-18 00:03:20,380,2,-1,0,0
2024-01-18 00:03:35,380,2,-1,0,0
2024-01-18 00:03:50,365,2,-1,0,0
2024-01-18 00:04:05,365,2,-1,0,0
2024-01-18 00:04:20,365,2,-1,0,0
2024-01-18 00:04:35,365,2,-1,0,0
2024-01-18 00:04:50,365,2,-1,0,0
2024-01-18 00:05:05,365,2,-1,0,0
2024-01-18 00:05:20,365,2,-1,0,0
2024-01-18 00:05:35,365,2,-1,0,0
2024-01-18 00:05:50,365,2,-1,0,0
2024-01-18 00:06:05,365,2,-1,0,0
2024-01-18 00:06:20,365,2,-1,0,0
2024-01-18 00:06:35,380,2,-1,0,0
2024-01-18 00:06:50,380,2,-1,0,0
2024-01-18 00:07:05,380,2,-1,0,0
2024-01-18 00:07:20,380,2,-1,0,0
2024-01-18 00:07:35,380,2,-1,0,0
2024-01-18 00:07:50,380,2,-1,0,0
2024-01-18 00:08:05,380,2,-1,0,0
2024-01-18 00:08:20,380,2,-1,0,0
2024-01-18 00:08:35,380,2,-1,0,0
2024-01-18 00:08:50,380,2,-1,0,0
2024-01-18 00:09:05,380,2,-1,0,0
2024-01-18 00:09:20,380,2,-1,0,0
2024-01-18 00:09:35,380,2,-1,0,0
2024-01-18 00:09:50,380,2,-1,0,0
2024-01-18 00:10:05,380,2,-1,0,0
2024-01-18 00:10:20,365,2,-1,0,0
2024-01-18 00:10:35,365,2,-1,0,0
2024-01-18 00:10:50,365,2,-1,0,0
2024-01-18 00:11:05,365,2,-1,0,0
2024-01-18 00:11:20,365,2,-1,0,0
2024-01-18 00:11:35,365,2,-1,0,0
2024-01-18 00:11:50,365,2,-1,0,0
2024-01-18 00:12:05,350,2,-1,0,0
2024-01-18 00:12:20,350,2,-1,0,0
2024-01-18 00:12:35,350,2,-1,0,0
2024-01-18 00:12:50,350,2,-1,0,0
2024-01-18 00:13:05,350,2,-1,0,0
2024-01-18 00:13:20,350,2,-1,0,0
2024-01-18 00:13:35,350,2,-1,0,0
2024-01-18 00:13:50,350,2,-1,0,0
2024-01-18 00:14:05,350,2,-1,0,0
2024-01-18 00:14:20,350,2,-1,0,0
2024-01-18 00:14:35,350,2,-1,0,0
