datetime,pbl,pbs,cbh,ttc,sci,qc_flag_pbl,qc_flag_pbs,qc_flag_cbh,qc_flag_ttc,qc_flag_sci
30/01/2025 17:00,709,2,4618,3,0,1b,1b,1b,1b,1b
30/01/2025 18:00,589,2,4210,6,0,1b,1b,1b,1b,1b
30/01/2025 19:00,485,2,4529,2,0,1b,1b,1b,1b,1b
30/01/2025 20:00,529,2,7736,2,0,1b,1b,1b,1b,1b
30/01/2025 21:00,574,1,5831,6,0,1b,1b,1b,1b,1b
30/01/2025 22:00,544,1,3385,7,0,1b,1b,1b,1b,1b
30/01/2025 23:00,559,2,3464.5,8,0,1b,1b,1b,1b,1b
31/01/2025 00:00,589,2,2563,8,0,1b,1b,1b,1b,1b
31/01/2025 01:00,514,1,1245,8,0,1b,1b,1b,1b,1b
31/01/2025 02:00,NA,0,854,8,1,5b,1b,1b,1b,1b
31/01/2025 03:00,NA,0,212,8,1,5b,1b,1b,1b,1b
31/01/2025 04:00,NA,0,202.5,8,0,5b,1b,1b,1b,1b
31/01/2025 05:00,NA,0,183,8,0,5b,1b,1b,1b,1b
31/01/2025 06:00,NA,0,146,8,1,5b,1b,1b,1b,1b
31/01/2025 07:00,NA,0,500,8,4,5b,1b,1b,1b,1b
31/01/2025 08:00,NA,0,558.5,8,4,5b,1b,1b,1b,1b
31/01/2025 09:00,NA,0,518,8,0,5b,1b,1b,1b,1b
31/01/2025 10:00,NA,0,565,8,0,5b,1b,1b,1b,1b
31/01/2025 11:00,425,0,860.5,8,0,1b,1b,1b,1b,1b
31/01/2025 12:00,NA,0,453,8,0,5b,1b,1b,1b,1b
31/01/2025 13:00,NA,0,449.5,8,0,5b,1b,1b,1b,1b
31/01/2025 14:00,NA,0,413,8,0,5b,1b,1b,1b,1b
31/01/2025 15:00,335,0,865,8,0,1b,1b,1b,1b,1b
31/01/2025 16:00,410,0,778,8,0,1b,1b,1b,1b,1b
31/01/2025 17:00,380,2,743,8,0,1b,1b,1b,1b,1b
31/01/2025 18:00,470,1,723.5,8,0,1b,1b,1b,1b,1b
31/01/2025 19:00,350,0,543,8,0,1b,1b,1b,1b,1b
31/01/2025 20:00,335,0,516,8,0,1b,1b,1b,1b,1b
31/01/2025 21:00,335,0,509.5,8,0,1b,1b,1b,1b,1b
31/01/2025 22:00,410,0,596,8,0,1b,1b,1b,1b,1b
31/01/2025 23:00,305,1,588,8,0,1b,1b,1b,1b,1b
