"datetime","pbl","pbs","cbh","ttc","sci"
2024-01-24 00:00:07,-1,0,1203,7,0
2024-01-24 00:00:22,-1,0,922,7,0
2024-01-24 00:00:37,-1,0,1278,7,0
2024-01-24 00:00:52,-1,0,1037,7,0
2024-01-24 00:01:07,-1,0,1034,7,0
2024-01-24 00:01:22,-1,0,772,7,0
2024-01-24 00:01:37,-1,0,759,7,0
2024-01-24 00:01:52,-1,0,850,7,0
2024-01-24 00:02:07,-1,0,898,7,0
2024-01-24 00:02:22,-1,0,963,7,0
2024-01-24 00:02:37,-1,0,911,7,0
2024-01-24 00:02:52,-1,0,856,7,0
2024-01-24 00:03:07,-1,0,799,7,0
2024-01-24 00:03:22,-1,0,799,7,0
2024-01-24 00:03:37,-1,0,785,7,0
2024-01-24 00:03:52,-1,0,845,7,0
2024-01-24 00:04:07,-1,0,784,7,0
2024-01-24 00:04:22,-1,0,751,7,0
2024-01-24 00:04:37,-1,0,784,7,0
2024-01-24 00:04:52,-1,0,766,7,0
2024-01-24 00:05:07,-1,0,831,7,0
2024-01-24 00:05:22,-1,0,905,7,0
2024-01-24 00:05:37,-1,0,1099,7,0
2024-01-24 00:05:52,-1,0,990,7,0
2024-01-24 00:06:07,-1,0,905,7,0
2024-01-24 00:06:22,-1,0,847,7,0
2024-01-24 00:06:37,-1,0,934,8,0
2024-01-24 00:06:52,-1,0,875,8,0
2024-01-24 00:07:07,-1,0,815,8,0
2024-01-24 00:07:22,-1,0,918,8,0
2024-01-24 00:07:37,-1,0,868,8,0
2024-01-24 00:07:52,-1,0,855,8,0
2024-01-24 00:08:07,-1,0,834,8,0
2024-01-24 00:08:22,-1,0,802,8,0
2024-01-24 00:08:37,-1,0,773,8,0
2024-01-24 00:08:52,-1,0,772,8,0
2024-01-24 00:09:07,-1,0,774,8,0
2024-01-24 00:09:22,-1,0,766,8,0
2024-01-24 00:09:37,-1,0,749,8,0
2024-01-24 00:09:52,-1,0,800,8,0
2024-01-24 00:10:07,-1,0,889,8,0
2024-01-24 00:10:22,-1,0,846,8,0
2024-01-24 00:10:37,-1,0,870,8,0
2024-01-24 00:10:52,-1,0,854,8,0
2024-01-24 00:11:07,-1,0,914,8,0
2024-01-24 00:11:22,-1,0,879,8,0
2024-01-24 00:11:37,-1,0,845,8,0
2024-01-24 00:11:52,-1,0,793,8,0
2024-01-24 00:12:07,-1,0,812,8,0
2024-01-24 00:12:22,-1,0,858,8,0
2024-01-24 00:12:37,-1,0,888,8,0
2024-01-24 00:12:52,-1,0,824,8,0
2024-01-24 00:13:07,-1,0,819,8,0
2024-01-24 00:13:22,-1,0,773,8,0
2024-01-24 00:13:37,-1,0,798,8,0
2024-01-24 00:13:52,-1,0,799,8,0
2024-01-24 00:14:07,-1,0,889,8,0
2024-01-24 00:14:22,-1,0,850,8,0
2024-01-24 00:14:37,-1,0,802,8,0
2024-01-24 00:14:52,-1,0,1257,8,0
2024-01-24 00:15:07,-1,0,1037,8,0
2024-01-24 00:15:22,-1,0,1021,8,0
2024-01-24 00:15:37,-1,0,914,8,0
2024-01-24 00:15:52,-1,0,802,8,0
2024-01-24 00:16:07,-1,0,815,8,0
2024-01-24 00:16:22,-1,0,795,8,0
2024-01-24 00:16:37,-1,0,784,8,0
