"datetime","pbl","pbs","cbh","ttc","sci"
2024-01-03,679,1,-1,2,0
2024-01-03 00:00:15,679,1,-1,3,0
2024-01-03 00:00:30,679,1,-1,2,0
2024-01-03 00:00:45,679,1,6463,2,0
2024-01-03 00:01:00,679,1,6450,2,0
2024-01-03 00:01:15,679,1,6431,2,0
2024-01-03 00:01:30,679,1,6398,2,0
2024-01-03 00:01:45,664,1,6380,2,0
2024-01-03 00:02:00,664,1,6332,2,0
2024-01-03 00:02:15,664,1,6322,2,0
2024-01-03 00:02:30,664,1,6319,2,0
2024-01-03 00:02:45,649,1,6291,2,0
2024-01-03 00:03:00,649,1,6272,2,0
2024-01-03 00:03:15,649,1,6258,2,0
2024-01-03 00:03:30,634,1,6249,2,0
2024-01-03 00:03:45,634,1,6245,2,0
2024-01-03 00:04:00,634,1,6243,2,0
2024-01-03 00:04:15,634,1,6242,2,0
2024-01-03 00:04:30,619,1,6240,2,0
2024-01-03 00:04:45,619,1,6243,2,0
2024-01-03 00:05:00,619,1,6244,2,0
2024-01-03 00:05:15,619,1,6241,2,0
2024-01-03 00:05:30,619,1,6240,2,0
2024-01-03 00:05:45,619,1,6238,2,0
2024-01-03 00:06:00,604,1,6237,2,0
2024-01-03 00:06:15,604,1,6237,2,0
2024-01-03 00:06:30,604,1,1268,2,0
2024-01-03 00:06:45,604,1,6236,2,0
2024-01-03 00:07:00,604,1,1269,2,0
2024-01-03 00:07:15,604,1,1266,2,0
2024-01-03 00:07:30,604,1,1273,2,0
2024-01-03 00:07:45,604,1,1304,2,0
2024-01-03 00:08:00,604,1,1313,2,0
2024-01-03 00:08:15,604,1,6432,2,0
2024-01-03 00:08:30,604,1,6412,2,0
2024-01-03 00:08:45,619,1,6397,3,0
2024-01-03 00:09:00,619,1,1562,3,0
2024-01-03 00:09:15,619,1,1534,3,0
2024-01-03 00:09:30,619,1,1535,3,0
2024-01-03 00:09:45,634,1,6354,3,0
2024-01-03 00:10:00,634,1,1508,3,0
2024-01-03 00:10:15,634,1,6315,3,0
2024-01-03 00:10:30,634,1,1238,3,0
2024-01-03 00:10:45,649,1,1212,3,0
2024-01-03 00:11:00,649,1,1198,3,0
2024-01-03 00:11:15,440,4,1173,3,0
2024-01-03 00:11:30,649,1,1174,3,0
2024-01-03 00:11:45,664,1,1187,4,0
2024-01-03 00:12:00,664,1,1189,3,0
2024-01-03 00:12:15,470,3,1139,4,0
2024-01-03 00:12:30,455,3,1099,4,0
2024-01-03 00:12:45,455,2,1072,4,0
2024-01-03 00:13:00,455,2,1098,4,0
2024-01-03 00:13:15,455,2,1075,4,0
2024-01-03 00:13:30,455,2,1058,4,0
2024-01-03 00:13:45,455,2,1100,4,0
2024-01-03 00:14:00,455,2,1085,4,0
2024-01-03 00:14:15,455,2,1142,4,0
2024-01-03 00:14:30,455,2,1075,4,0
2024-01-03 00:14:45,455,2,1057,4,0
2024-01-03 00:15:00,440,2,1043,4,0
2024-01-03 00:15:15,440,2,1107,4,0
2024-01-03 00:15:30,440,2,1129,5,0
2024-01-03 00:15:45,440,2,1156,5,0
2024-01-03 00:16:00,440,2,1168,5,0
2024-01-03 00:16:15,440,2,1167,5,0
2024-01-03 00:16:30,440,2,1113,5,0
2024-01-03 00:16:45,425,2,1094,5,0
2024-01-03 00:17:00,425,2,1128,5,0
2024-01-03 00:17:15,425,2,1099,5,0
2024-01-03 00:17:30,425,2,1130,5,0
2024-01-03 00:17:45,425,2,1114,5,0
2024-01-03 00:18:00,425,2,1125,5,0
2024-01-03 00:18:15,425,2,1203,5,0
2024-01-03 00:18:30,425,2,1222,5,0
2024-01-03 00:18:45,425,2,1221,5,0
2024-01-03 00:19:00,425,2,1218,5,0
2024-01-03 00:19:15,425,2,1212,5,0
2024-01-03 00:19:30,425,2,1211,5,0
2024-01-03 00:19:45,425,2,1202,6,0
2024-01-03 00:20:00,425,2,1191,6,0
2024-01-03 00:20:15,425,2,1188,6,0
2024-01-03 00:20:30,425,2,1172,6,0
2024-01-03 00:20:45,425,2,1191,6,0
2024-01-03 00:21:00,410,2,1199,6,0
2024-01-03 00:21:15,410,2,1178,6,0
2024-01-03 00:21:30,410,2,1172,6,0
2024-01-03 00:21:45,410,2,1129,6,0
2024-01-03 00:22:00,410,2,1111,6,0
2024-01-03 00:22:15,410,2,1142,6,0
2024-01-03 00:22:30,410,2,1144,6,0
2024-01-03 00:22:45,410,2,1144,6,0
2024-01-03 00:23:00,410,2,1155,6,0
2024-01-03 00:23:15,410,2,1123,6,0
2024-01-03 00:23:30,410,2,1110,6,0
2024-01-03 00:23:45,410,2,1081,6,0
2024-01-03 00:24:00,395,2,1067,6,0
2024-01-03 00:24:15,395,1,1066,6,0
2024-01-03 00:24:30,410,1,1054,6,0
2024-01-03 00:24:45,410,1,1053,6,0
2024-01-03 00:25:00,410,1,1041,6,0
2024-01-03 00:25:15,410,1,1024,6,0
2024-01-03 00:25:30,410,1,1028,6,0
2024-01-03 00:25:45,410,1,1035,6,0
2024-01-03 00:26:00,410,1,1113,6,0
2024-01-03 00:26:15,410,1,1117,6,0
2024-01-03 00:26:30,410,1,1097,6,0
2024-01-03 00:26:45,410,1,1098,7,0
2024-01-03 00:27:00,410,1,1072,7,0
2024-01-03 00:27:15,410,1,1092,7,0
2024-01-03 00:27:30,410,1,1100,7,0
2024-01-03 00:27:45,425,1,1100,7,0
2024-01-03 00:28:00,425,1,1049,7,0
2024-01-03 00:28:15,425,1,1036,7,0
2024-01-03 00:28:30,425,1,1010,7,0
2024-01-03 00:28:45,425,1,967,7,0
2024-01-03 00:29:00,425,1,904,7,0
2024-01-03 00:29:15,425,1,903,7,0
2024-01-03 00:29:30,425,1,887,7,0
2024-01-03 00:29:45,425,2,888,7,0
2024-01-03 00:30:00,425,2,887,7,0
2024-01-03 00:30:15,425,2,887,7,0
2024-01-03 00:30:30,425,2,871,7,0
2024-01-03 00:30:45,425,2,944,7,0
2024-01-03 00:31:00,425,2,1096,7,0
2024-01-03 00:31:15,514,2,977,7,0
2024-01-03 00:31:30,529,2,1008,7,0
2024-01-03 00:31:45,529,2,1011,7,0
2024-01-03 00:32:00,529,2,993,7,0
2024-01-03 00:32:15,544,2,1068,7,0
2024-01-03 00:32:30,544,1,1103,7,0
2024-01-03 00:32:45,544,1,1111,7,0
2024-01-03 00:33:00,544,1,1056,7,0
2024-01-03 00:33:15,544,1,994,7,0
2024-01-03 00:33:30,544,1,1071,7,0
2024-01-03 00:33:45,559,1,-1,7,0
2024-01-03 00:34:00,559,1,1064,7,0
2024-01-03 00:34:15,559,1,1236,7,0
2024-01-03 00:34:30,559,1,1248,7,0
2024-01-03 00:34:45,574,1,-1,7,0
2024-01-03 00:35:00,574,1,-1,6,0
2024-01-03 00:35:15,589,1,-1,6,0
2024-01-03 00:35:30,589,2,-1,6,0
2024-01-03 00:35:45,604,2,-1,6,0
2024-01-03 00:36:00,619,2,-1,6,0
2024-01-03 00:36:15,544,2,679,6,0
2024-01-03 00:36:30,529,2,-1,6,0
2024-01-03 00:36:45,-1,0,-1,6,0
2024-01-03 00:37:00,-1,0,-1,6,0
2024-01-03 00:37:15,-1,0,-1,6,0
2024-01-03 00:37:30,-1,0,-1,6,0
2024-01-03 00:37:45,-1,0,-1,6,0
2024-01-03 00:38:00,-1,0,-1,6,0
2024-01-03 00:38:15,-1,0,-1,6,0
2024-01-03 00:38:30,-1,0,-1,6,0
2024-01-03 00:38:45,-1,0,-1,5,0
2024-01-03 00:39:00,-1,0,-1,5,0
2024-01-03 00:39:15,-1,0,-1,5,0
2024-01-03 00:39:30,-1,0,-1,5,0
2024-01-03 00:39:45,-1,0,-1,5,0
2024-01-03 00:40:00,-1,0,-1,5,0
2024-01-03 00:40:15,-1,0,-1,5,0
2024-01-03 00:40:30,-1,0,-1,5,0
2024-01-03 00:40:45,-1,0,-1,5,0
2024-01-03 00:41:00,-1,0,-1,5,0
2024-01-03 00:41:15,-1,0,-1,5,0
2024-01-03 00:41:30,-1,0,-1,5,0
2024-01-03 00:41:45,-1,0,-1,5,0
2024-01-03 00:42:00,-1,0,-1,5,0
2024-01-03 00:42:15,694,4,-1,5,0
2024-01-03 00:42:30,694,3,-1,5,0
2024-01-03 00:42:45,694,3,-1,5,0
2024-01-03 00:43:00,679,2,-1,5,0
2024-01-03 00:43:15,679,2,-1,5,0
2024-01-03 00:43:30,664,2,-1,5,0
2024-01-03 00:43:45,664,2,-1,5,0
2024-01-03 00:44:00,664,2,-1,5,0
2024-01-03 00:44:15,664,2,-1,5,0
2024-01-03 00:44:30,679,2,-1,5,0
2024-01-03 00:44:45,694,2,-1,5,0
2024-01-03 00:45:00,694,2,-1,5,0
2024-01-03 00:45:15,694,2,-1,5,0
2024-01-03 00:45:30,694,2,-1,4,0
2024-01-03 00:45:45,694,2,-1,4,0
2024-01-03 00:46:00,694,2,-1,4,0
2024-01-03 00:46:15,694,2,-1,4,0
2024-01-03 00:46:30,694,2,-1,4,0
2024-01-03 00:46:45,694,2,-1,4,0
2024-01-03 00:47:00,679,1,-1,4,0
2024-01-03 00:47:15,679,1,-1,4,0
2024-01-03 00:47:30,679,1,-1,4,0
2024-01-03 00:47:45,679,1,-1,4,0
2024-01-03 00:48:00,679,1,-1,4,0
2024-01-03 00:48:15,664,1,-1,4,0
2024-01-03 00:48:30,664,1,-1,4,0
2024-01-03 00:48:45,664,1,-1,4,0
2024-01-03 00:49:00,649,1,-1,4,0
2024-01-03 00:49:15,649,1,-1,4,0
2024-01-03 00:49:30,634,2,-1,4,0
2024-01-03 00:49:45,634,2,-1,4,0
2024-01-03 00:50:00,634,2,-1,4,0
2024-01-03 00:50:15,634,2,-1,4,0
2024-01-03 00:50:30,619,2,-1,4,0
2024-01-03 00:50:45,619,2,-1,4,0
2024-01-03 00:51:00,619,2,-1,3,0
2024-01-03 00:51:15,604,2,-1,3,0
2024-01-03 00:51:30,604,2,-1,3,0
2024-01-03 00:51:45,589,2,-1,3,0
2024-01-03 00:52:00,589,2,6062,3,0
2024-01-03 00:52:15,589,2,5861,3,0
2024-01-03 00:52:30,589,2,5860,3,0
2024-01-03 00:52:45,589,2,5859,3,0
2024-01-03 00:53:00,589,2,5860,3,0
2024-01-03 00:53:15,589,2,5861,3,0
2024-01-03 00:53:30,589,2,5859,3,0
2024-01-03 00:53:45,589,2,5860,3,0
2024-01-03 00:54:00,604,2,5860,3,0
2024-01-03 00:54:15,604,2,5859,3,0
2024-01-03 00:54:30,619,2,5857,3,0
2024-01-03 00:54:45,619,2,5857,3,0
2024-01-03 00:55:00,634,2,1086,3,0
2024-01-03 00:55:15,649,2,1095,3,0
2024-01-03 00:55:30,664,2,1109,3,0
2024-01-03 00:55:45,829,2,1107,3,0
2024-01-03 00:56:00,814,2,1089,3,0
2024-01-03 00:56:15,709,2,1090,3,0
2024-01-03 00:56:30,709,2,1068,4,0
2024-01-03 00:56:45,694,2,1083,4,0
2024-01-03 00:57:00,694,2,1071,4,0
2024-01-03 00:57:15,694,2,1059,4,0
2024-01-03 00:57:30,694,2,1055,4,0
2024-01-03 00:57:45,694,2,1035,4,0
2024-01-03 00:58:00,709,2,1068,4,0
2024-01-03 00:58:15,709,2,1083,5,0
2024-01-03 00:58:30,709,2,1037,5,0
2024-01-03 00:58:45,709,2,1029,5,0
2024-01-03 00:59:00,724,2,1046,5,0
2024-01-03 00:59:15,739,2,1036,5,0
2024-01-03 00:59:30,754,2,1042,5,0
2024-01-03 00:59:45,754,2,1040,5,0
2024-01-03 01:00:00,769,2,1024,5,0
2024-01-03 01:00:15,769,2,1067,5,0
2024-01-03 01:00:30,769,2,1083,5,0
2024-01-03 01:00:45,754,2,1069,5,0
2024-01-03 01:01:00,754,2,1067,6,0
2024-01-03 01:01:15,754,2,1052,6,0
2024-01-03 01:01:30,754,2,1038,6,0
2024-01-03 01:01:45,754,2,1039,6,0
2024-01-03 01:02:00,769,2,1037,6,0
2024-01-03 01:02:15,769,2,1038,6,0
2024-01-03 01:02:30,769,2,1029,6,0
2024-01-03 01:02:45,754,2,974,6,0
2024-01-03 01:03:00,754,2,997,6,0
2024-01-03 01:03:15,754,2,992,6,0
2024-01-03 01:03:30,739,2,1053,6,0
2024-01-03 01:03:45,739,2,1069,6,0
2024-01-03 01:04:00,739,2,1065,6,0
2024-01-03 01:04:15,739,2,1051,6,0
2024-01-03 01:04:30,739,2,1066,6,0
2024-01-03 01:04:45,724,2,1067,7,0
2024-01-03 01:05:00,724,2,1067,7,0
2024-01-03 01:05:15,724,2,5888,7,0
2024-01-03 01:05:30,724,2,5884,7,0
2024-01-03 01:05:45,-1,0,5886,6,0
2024-01-03 01:06:00,-1,0,836,6,0
2024-01-03 01:06:15,-1,0,5882,7,0
2024-01-03 01:06:30,-1,0,5880,7,0
2024-01-03 01:06:45,-1,0,5876,6,0
2024-01-03 01:07:00,-1,0,5878,6,0
2024-01-03 01:07:15,-1,0,5881,6,0
2024-01-03 01:07:30,-1,0,5880,6,0
2024-01-03 01:07:45,709,2,5881,6,0
2024-01-03 01:08:00,724,2,5881,6,0
2024-01-03 01:08:15,724,2,1093,6,0
2024-01-03 01:08:30,-1,0,1096,6,0
2024-01-03 01:08:45,-1,0,1085,6,0
2024-01-03 01:09:00,829,3,1083,6,0
2024-01-03 01:09:15,829,3,1083,6,0
2024-01-03 01:09:30,829,2,1083,6,0
2024-01-03 01:09:45,-1,0,1086,6,0
2024-01-03 01:10:00,-1,0,5982,6,0
2024-01-03 01:10:15,-1,0,-1,6,0
2024-01-03 01:10:30,754,2,1102,6,0
2024-01-03 01:10:45,754,2,1105,6,0
2024-01-03 01:11:00,754,2,1109,6,0
2024-01-03 01:11:15,784,2,1098,6,0
2024-01-03 01:11:30,784,1,1096,6,0
2024-01-03 01:11:45,799,1,1098,6,0
2024-01-03 01:12:00,799,1,1108,6,0
2024-01-03 01:12:15,799,1,1110,6,0
2024-01-03 01:12:30,799,1,-1,6,0
2024-01-03 01:12:45,799,1,1081,6,0
2024-01-03 01:13:00,799,1,1040,6,0
2024-01-03 01:13:15,784,1,1011,6,0
2024-01-03 01:13:30,784,1,1008,6,0
2024-01-03 01:13:45,769,1,1004,6,0
2024-01-03 01:14:00,754,1,965,6,0
2024-01-03 01:14:15,754,1,1002,6,0
2024-01-03 01:14:30,754,1,1018,6,0
2024-01-03 01:14:45,754,1,1010,6,0
2024-01-03 01:15:00,754,1,981,6,0
2024-01-03 01:15:15,754,1,965,6,0
2024-01-03 01:15:30,754,1,967,6,0
2024-01-03 01:15:45,739,2,960,6,0
2024-01-03 01:16:00,739,2,953,6,0
2024-01-03 01:16:15,739,2,949,6,0
2024-01-03 01:16:30,739,2,949,6,0
2024-01-03 01:16:45,724,2,944,6,0
2024-01-03 01:17:00,724,2,950,6,0
2024-01-03 01:17:15,724,2,951,6,0
2024-01-03 01:17:30,724,2,933,6,0
2024-01-03 01:17:45,709,2,922,6,0
2024-01-03 01:18:00,-1,0,921,6,0
2024-01-03 01:18:15,-1,0,922,7,0
2024-01-03 01:18:30,-1,0,927,7,0
2024-01-03 01:18:45,-1,0,889,7,0
2024-01-03 01:19:00,-1,0,889,7,0
2024-01-03 01:19:15,-1,0,798,7,0
2024-01-03 01:19:30,-1,0,813,7,0
2024-01-03 01:19:45,-1,0,893,7,0
2024-01-03 01:20:00,-1,0,770,7,0
2024-01-03 01:20:15,-1,0,780,7,0
2024-01-03 01:20:30,-1,0,887,7,0
2024-01-03 01:20:45,-1,0,886,7,0
2024-01-03 01:21:00,-1,0,848,7,0
2024-01-03 01:21:15,-1,0,859,7,0
2024-01-03 01:21:30,-1,0,871,7,0
2024-01-03 01:21:45,-1,0,860,7,0
2024-01-03 01:22:00,-1,0,867,7,0
2024-01-03 01:22:15,-1,0,843,7,0
2024-01-03 01:22:30,-1,0,920,7,0
2024-01-03 01:22:45,-1,0,919,7,0
2024-01-03 01:23:00,-1,0,-1,7,0
2024-01-03 01:23:15,-1,0,6259,7,0
2024-01-03 01:23:30,-1,0,6255,7,0
2024-01-03 01:23:45,-1,0,6243,7,0
2024-01-03 01:24:00,-1,0,874,7,0
2024-01-03 01:24:15,-1,0,841,7,0
2024-01-03 01:24:30,-1,0,854,7,0
2024-01-03 01:24:45,-1,0,6107,7,0
2024-01-03 01:25:00,-1,0,6100,7,0
2024-01-03 01:25:15,-1,0,969,7,0
2024-01-03 01:25:30,-1,0,967,7,0
2024-01-03 01:25:45,-1,0,962,7,0
2024-01-03 01:26:00,-1,0,950,7,0
2024-01-03 01:26:15,-1,0,958,7,0
2024-01-03 01:26:30,-1,0,5986,7,0
2024-01-03 01:26:45,-1,0,5982,7,0
2024-01-03 01:27:00,-1,0,5978,7,0
2024-01-03 01:27:15,-1,0,5974,7,0
2024-01-03 01:27:30,514,5,5972,7,0
2024-01-03 01:27:45,514,4,5967,7,0
2024-01-03 01:28:00,514,4,5969,7,0
2024-01-03 01:28:15,514,4,5970,7,0
2024-01-03 01:28:30,514,4,5968,7,0
2024-01-03 01:28:45,514,4,5971,7,0
2024-01-03 01:29:00,514,3,976,6,0
2024-01-03 01:29:15,514,3,963,6,0
2024-01-03 01:29:30,514,3,954,6,0
